"Year","Month","RDHS","Cases"
2013,"May","Kalutara",164
2013,"May","Kandy",156
2013,"May","Matale",30
2013,"May","N Eliya",16
2013,"May","Galle",108
2013,"May","Matara",36
2013,"May","Jaffna",70
2013,"May","Kilinochchi",4
2013,"May","Mannar",10
2013,"May","Vavuniya",8
2013,"May","Mulativu",20
2013,"May","Batticaloa",79
2013,"May","Ampara",11
2013,"May","Trincomalee",20
2013,"May","Kurunegala",194
2013,"May","Puttalam",53
2013,"May","Apura",47
2013,"May","Polonnaruwa",28
2013,"May","Badulla",46
2013,"May","Moneragala",17
2013,"May","Ratnapura",253
2013,"May","Kegalle",113
2013,"May","Kalmunai",42
2013,"June","Colombo",830
2013,"June","Gampaha",273
2013,"June","Kalutara",140
2013,"June","Kandy",186
2013,"June","Matale",37
2013,"June","N Eliya",21
2013,"June","Galle",100
2013,"June","Matara",31
2013,"June","Jaffna",30
2013,"June","Kilinochchi",7
2013,"June","Mannar",2
2013,"June","Vavuniya",6
2013,"June","Mulativu",12
2013,"June","Batticaloa",48
2013,"June","Ampara",15
2013,"June","Trincomalee",5
2013,"June","Kurunegala",195
2013,"June","Puttalam",56
2013,"June","Apura",28
2013,"June","Polonnaruwa",19
2013,"June","Badulla",46
2013,"June","Moneragala",18
2013,"June","Ratnapura",185
2013,"June","Kegalle",104
2013,"June","Kalmunai",12
2013,"July","Colombo",1168
2013,"July","Gampaha",385
2013,"July","Kalutara",178
2013,"July","Kandy",191
2013,"July","Matale",52
2013,"July","N Eliya",27
2013,"July","Galle",84
2013,"July","Matara",54
2013,"July","Jaffna",23
2013,"July","Kilinochchi",0
2013,"July","Mannar",1
2013,"July","Vavuniya",7
2013,"July","Mulativu",6
2013,"July","Batticaloa",32
2013,"July","Ampara",26
2013,"July","Trincomalee",15
2013,"July","Kurunegala",154
2013,"July","Puttalam",46
2013,"July","Apura",23
2013,"July","Polonnaruwa",43
2013,"July","Badulla",77
2013,"July","Moneragala",28
2013,"July","Ratnapura",169
2013,"July","Kegalle",98
2013,"July","Kalmunai",9
2013,"August","Colombo",1298
2013,"August","Gampaha",394
2013,"August","Kalutara",210
2013,"August","Kandy",240
2013,"August","Matale",66
2013,"August","N Eliya",40
2013,"August","Galle",93
2013,"August","Matara",34
2013,"August","Jaffna",43
2013,"August","Kilinochchi",16
2013,"August","Mannar",2
2013,"August","Vavuniya",4
2013,"August","Mulativu",8
2013,"August","Batticaloa",26
2013,"August","Ampara",26
2013,"August","Trincomalee",13
2013,"August","Kurunegala",163
2013,"August","Puttalam",83
2013,"August","Apura",33
2013,"August","Polonnaruwa",76
2013,"August","Badulla",58
2013,"August","Moneragala",26
2013,"August","Ratnapura",146
2013,"August","Kegalle",137
2013,"August","Kalmunai",4
2013,"September","Colombo",685
2013,"September","Gampaha",245
2013,"September","Kalutara",148
2013,"September","Kandy",110
2013,"September","Matale",32
2013,"September","N Eliya",13
2013,"September","Galle",79
2013,"September","Matara",27
2013,"September","Jaffna",35
2013,"September","Kilinochchi",7
2013,"September","Mannar",4
2013,"September","Vavuniya",4
2013,"September","Mulativu",9
2013,"September","Batticaloa",19
2013,"September","Ampara",25
2013,"September","Trincomalee",5
2013,"September","Kurunegala",105
2013,"September","Puttalam",39
2013,"September","Apura",38
2013,"September","Polonnaruwa",47
2013,"September","Badulla",38
2013,"September","Moneragala",19
2013,"September","Ratnapura",90
2013,"September","Kegalle",62
2013,"September","Kalmunai",4
2013,"October","Colombo",619
2013,"October","Gampaha",237
2013,"October","Kalutara",108
2013,"October","Kandy",59
2013,"October","Matale",24
2013,"October","N Eliya",16
2013,"October","Galle",34
2013,"October","Matara",19
2013,"October","Jaffna",48
2013,"October","Kilinochchi",3
2013,"October","Mannar",5
2013,"October","Vavuniya",5
2013,"October","Mulativu",6
2013,"October","Batticaloa",22
2013,"October","Ampara",18
2013,"October","Trincomalee",4
2013,"October","Kurunegala",104
2013,"October","Puttalam",31
2013,"October","Apura",28
2013,"October","Polonnaruwa",41
2013,"October","Badulla",26
2013,"October","Moneragala",24
2013,"October","Ratnapura",44
2013,"October","Kegalle",83
2013,"October","Kalmunai",4
2013,"November","Colombo",1173
2013,"November","Gampaha",383
2013,"November","Kalutara",166
2013,"November","Kandy",96
2013,"November","Matale",39
2013,"November","N Eliya",18
2013,"November","Galle",68
2013,"November","Matara",32
2013,"November","Jaffna",52
2013,"November","Kilinochchi",3
2013,"November","Mannar",1
2013,"November","Vavuniya",10
2013,"November","Mulativu",10
2013,"November","Batticaloa",14
2013,"November","Ampara",28
2013,"November","Trincomalee",7
2013,"November","Kurunegala",98
2013,"November","Puttalam",51
2013,"November","Apura",30
2013,"November","Polonnaruwa",45
2013,"November","Badulla",50
2013,"November","Moneragala",20
2013,"November","Ratnapura",70
2013,"November","Kegalle",117
2013,"November","Kalmunai",8
2013,"December","Colombo",1259
2013,"December","Gampaha",308
2013,"December","Kalutara",219
2013,"December","Kandy",100
2013,"December","Matale",39
2013,"December","N Eliya",27
2013,"December","Galle",108
2013,"December","Matara",37
2013,"December","Jaffna",125
2013,"December","Kilinochchi",6
2013,"December","Mannar",1
2013,"December","Vavuniya",15
2013,"December","Mulativu",2
2013,"December","Batticaloa",30
2013,"December","Ampara",35
2013,"December","Trincomalee",14
2013,"December","Kurunegala",117
2013,"December","Puttalam",55
2013,"December","Apura",63
2013,"December","Polonnaruwa",46
2013,"December","Badulla",33
2013,"December","Moneragala",16
2013,"December","Ratnapura",56
2013,"December","Kegalle",93
2013,"December","Kalmunai",3
2014,"January","Colombo",1346
2014,"January","Gampaha",632
2014,"January","Kalutara",267
2014,"January","Kandy",93
2014,"January","Matale",40
2014,"January","N Eliya",27
2014,"January","Galle",136
2014,"January","Matara",50
2014,"January","Jaffna",148
2014,"January","Kilinochchi",10
2014,"January","Mannar",2
2014,"January","Vavuniya",6
2014,"January","Mulativu",23
2014,"January","Batticaloa",43
2014,"January","Ampara",22
2014,"January","Trincomalee",52
2014,"January","Kurunegala",163
2014,"January","Puttalam",93
2014,"January","Apura",68
2014,"January","Polonnaruwa",75
2014,"January","Badulla",56
2014,"January","Moneragala",23
2014,"January","Ratnapura",91
2014,"January","Kegalle",84
2014,"January","Kalmunai",12
2014,"February","Colombo",684
2014,"February","Gampaha",279
2014,"February","Kalutara",175
2014,"February","Kandy",49
2014,"February","Matale",35
2014,"February","N Eliya",14
2014,"February","Galle",49
2014,"February","Matara",31
2014,"February","Jaffna",92
2014,"February","Kilinochchi",10
2014,"February","Mannar",1
2014,"February","Vavuniya",12
2014,"February","Mulativu",9
2014,"February","Batticaloa",66
2014,"February","Ampara",16
2014,"February","Trincomalee",38
2014,"February","Kurunegala",106
2014,"February","Puttalam",42
2014,"February","Apura",44
2014,"February","Polonnaruwa",45
2014,"February","Badulla",43
2014,"February","Moneragala",24
2014,"February","Ratnapura",43
2014,"February","Kegalle",58
2014,"February","Kalmunai",12
2014,"March","Colombo",488
2014,"March","Gampaha",191
2014,"March","Kalutara",111
2014,"March","Kandy",36
2014,"March","Matale",18
2014,"March","N Eliya",6
2014,"March","Galle",61
2014,"March","Matara",11
2014,"March","Jaffna",58
2014,"March","Kilinochchi",4
2014,"March","Mannar",0
2014,"March","Vavuniya",14
2014,"March","Mulativu",17
2014,"March","Batticaloa",147
2014,"March","Ampara",7
2014,"March","Trincomalee",77
2014,"March","Kurunegala",94
2014,"March","Puttalam",42
2014,"March","Apura",27
2014,"March","Polonnaruwa",38
2014,"March","Badulla",36
2014,"March","Moneragala",21
2014,"March","Ratnapura",58
2014,"March","Kegalle",54
2014,"March","Kalmunai",15
2014,"April","Colombo",539
2014,"April","Gampaha",280
2014,"April","Kalutara",117
2014,"April","Kandy",47
2014,"April","Matale",14
2014,"April","N Eliya",11
2014,"April","Galle",35
2014,"April","Matara",13
2014,"April","Jaffna",59
2014,"April","Kilinochchi",6
2014,"April","Mannar",1
2014,"April","Vavuniya",9
2014,"April","Mulativu",4
2014,"April","Batticaloa",92
2014,"April","Ampara",13
2014,"April","Trincomalee",115
2014,"April","Kurunegala",61
2014,"April","Puttalam",27
2014,"April","Apura",39
2014,"April","Polonnaruwa",33
2014,"April","Badulla",12
2014,"April","Moneragala",9
2014,"April","Ratnapura",52
2014,"April","Kegalle",60
2014,"April","Kalmunai",8
2014,"May","Colombo",1744
2014,"May","Gampaha",921
2014,"May","Kalutara",241
2014,"May","Kandy",116
2014,"May","Matale",14
2014,"May","N Eliya",25
2014,"May","Galle",75
2014,"May","Matara",22
2014,"May","Jaffna",73
2014,"May","Kilinochchi",0
2014,"May","Mannar",2
2014,"May","Vavuniya",6
2014,"May","Mulativu",6
2014,"May","Batticaloa",117
2014,"May","Ampara",9
2014,"May","Trincomalee",100
2014,"May","Kurunegala",61
2014,"May","Puttalam",34
2014,"May","Apura",27
2014,"May","Polonnaruwa",24
2014,"May","Badulla",56
2014,"May","Moneragala",10
2014,"May","Ratnapura",370
2014,"May","Kegalle",179
2014,"May","Kalmunai",18
2014,"June","Colombo",2289
2014,"June","Gampaha",1111
2014,"June","Kalutara",429
2014,"June","Kandy",270
2014,"June","Matale",81
2014,"June","N Eliya",60
2014,"June","Galle",139
2014,"June","Matara",63
2014,"June","Jaffna",89
2014,"June","Kilinochchi",1
2014,"June","Mannar",20
2014,"June","Vavuniya",33
2014,"June","Mulativu",10
2014,"June","Batticaloa",97
2014,"June","Ampara",21
2014,"June","Trincomalee",55
2014,"June","Kurunegala",303
2014,"June","Puttalam",83
2014,"June","Apura",61
2014,"June","Polonnaruwa",62
2014,"June","Badulla",90
2014,"June","Moneragala",34
2014,"June","Ratnapura",866
2014,"June","Kegalle",320
2014,"June","Kalmunai",28
2014,"July","Colombo",1859
2014,"July","Gampaha",932
2014,"July","Kalutara",389
2014,"July","Kandy",223
2014,"July","Matale",75
2014,"July","N Eliya",39
2014,"July","Galle",197
2014,"July","Matara",112
2014,"July","Jaffna",148
2014,"July","Kilinochchi",8
2014,"July","Mannar",13
2014,"July","Vavuniya",16
2014,"July","Mulativu",6
2014,"July","Batticaloa",60
2014,"July","Ampara",17
2014,"July","Trincomalee",34
2014,"July","Kurunegala",318
2014,"July","Puttalam",101
2014,"July","Apura",89
2014,"July","Polonnaruwa",79
2014,"July","Badulla",79
2014,"July","Moneragala",48
2014,"July","Ratnapura",457
2014,"July","Kegalle",242
2014,"July","Kalmunai",11
2014,"August","Colombo",1104
2014,"August","Gampaha",772
2014,"August","Kalutara",239
2014,"August","Kandy",247
2014,"August","Matale",55
2014,"August","N Eliya",34
2014,"August","Galle",107
2014,"August","Matara",82
2014,"August","Jaffna",123
2014,"August","Kilinochchi",3
2014,"August","Mannar",10
2014,"August","Vavuniya",5
2014,"August","Mulativu",6
2014,"August","Batticaloa",22
2014,"August","Ampara",19
2014,"August","Trincomalee",18
2014,"August","Kurunegala",296
2014,"August","Puttalam",65
2014,"August","Apura",39
2014,"August","Polonnaruwa",33
2014,"August","Badulla",84
2014,"August","Moneragala",32
2014,"August","Ratnapura",343
2014,"August","Kegalle",231
2014,"August","Kalmunai",17
2014,"September","Colombo",706
2014,"September","Gampaha",569
2014,"September","Kalutara",138
2014,"September","Kandy",176
2014,"September","Matale",27
2014,"September","N Eliya",18
2014,"September","Galle",71
2014,"September","Matara",93
2014,"September","Jaffna",95
2014,"September","Kilinochchi",4
2014,"September","Mannar",40
2014,"September","Vavuniya",4
2014,"September","Mulativu",5
2014,"September","Batticaloa",15
2014,"September","Ampara",3
2014,"September","Trincomalee",16
2014,"September","Kurunegala",195
2014,"September","Puttalam",39
2014,"September","Apura",25
2014,"September","Polonnaruwa",27
2014,"September","Badulla",76
2014,"September","Moneragala",20
2014,"September","Ratnapura",148
2014,"September","Kegalle",89
2014,"September","Kalmunai",12
2014,"October","Colombo",1089
2014,"October","Gampaha",1015
2014,"October","Kalutara",158
2014,"October","Kandy",289
2014,"October","Matale",81
2014,"October","N Eliya",29
2014,"October","Galle",125
2014,"October","Matara",130
2014,"October","Jaffna",212
2014,"October","Kilinochchi",10
2014,"October","Mannar",68
2014,"October","Vavuniya",7
2014,"October","Mulativu",5
2014,"October","Batticaloa",40
2014,"October","Ampara",10
2014,"October","Trincomalee",22
2014,"October","Kurunegala",287
2014,"October","Puttalam",84
2014,"October","Apura",51
2014,"October","Polonnaruwa",42
2014,"October","Badulla",129
2014,"October","Moneragala",27
2014,"October","Ratnapura",171
2014,"October","Kegalle",132
2014,"October","Kalmunai",33
2014,"November","Colombo",1448
2014,"November","Gampaha",1111
2014,"November","Kalutara",182
2014,"November","Kandy",413
2014,"November","Matale",101
2014,"November","N Eliya",16
2014,"November","Galle",109
2014,"November","Matara",71
2014,"November","Jaffna",318
2014,"November","Kilinochchi",15
2014,"November","Mannar",119
2014,"November","Vavuniya",14
2014,"November","Mulativu",17
2014,"November","Batticaloa",95
2014,"November","Ampara",15
2014,"November","Trincomalee",55
2014,"November","Kurunegala",316
2014,"November","Puttalam",147
2014,"November","Apura",54
2014,"November","Polonnaruwa",53
2014,"November","Badulla",221
2014,"November","Moneragala",44
2014,"November","Ratnapura",124
2014,"November","Kegalle",151
2014,"November","Kalmunai",204
2014,"December","Colombo",1415
2014,"December","Gampaha",998
2014,"December","Kalutara",185
2014,"December","Kandy",377
2014,"December","Matale",108
2014,"December","N Eliya",35
2014,"December","Galle",120
2014,"December","Matara",70
2014,"December","Jaffna",424
2014,"December","Kilinochchi",19
2014,"December","Mannar",83
2014,"December","Vavuniya",16
2014,"December","Mulativu",26
2014,"December","Batticaloa",176
2014,"December","Ampara",6
2014,"December","Trincomalee",79
2014,"December","Kurunegala",264
2014,"December","Puttalam",159
2014,"December","Apura",108
2014,"December","Polonnaruwa",47
2014,"December","Badulla",231
2014,"December","Moneragala",21
2014,"December","Ratnapura",100
2014,"December","Kegalle",124
2014,"December","Kalmunai",147
2015,"January","Colombo",1802
2015,"January","Gampaha",817
2015,"January","Kalutara",276
2015,"January","Kandy",253
2015,"January","Matale",166
2015,"January","N Eliya",38
2015,"January","Galle",150
2015,"January","Matara",81
2015,"January","Jaffna",614
2015,"January","Kilinochchi",18
2015,"January","Mannar",50
2015,"January","Vavuniya",32
2015,"January","Mulativu",36
2015,"January","Batticaloa",335
2015,"January","Ampara",10
2015,"January","Trincomalee",131
2015,"January","Kurunegala",329
2015,"January","Puttalam",256
2015,"January","Apura",122
2015,"January","Polonnaruwa",47
2015,"January","Badulla",195
2015,"January","Moneragala",46
2015,"January","Ratnapura",163
2015,"January","Kegalle",104
2015,"January","Kalmunai",228
2015,"February","Colombo",1101
2015,"February","Gampaha",492
2015,"February","Kalutara",180
2015,"February","Kandy",156
2015,"February","Matale",92
2015,"February","N Eliya",26
2015,"February","Galle",118
2015,"February","Matara",46
2015,"February","Jaffna",218
2015,"February","Kilinochchi",11
2015,"February","Mannar",16
2015,"February","Vavuniya",15
2015,"February","Mulativu",17
2015,"February","Batticaloa",347
2015,"February","Ampara",5
2015,"February","Trincomalee",96
2015,"February","Kurunegala",178
2015,"February","Puttalam",85
2015,"February","Apura",78
2015,"February","Polonnaruwa",48
2015,"February","Badulla",60
2015,"February","Moneragala",29
2015,"February","Ratnapura",122
2015,"February","Kegalle",57
2015,"February","Kalmunai",87
2015,"March","Colombo",537
2015,"March","Gampaha",255
2015,"March","Kalutara",106
2015,"March","Kandy",95
2015,"March","Matale",26
2015,"March","N Eliya",13
2015,"March","Galle",70
2015,"March","Matara",41
2015,"March","Jaffna",113
2015,"March","Kilinochchi",3
2015,"March","Mannar",2
2015,"March","Vavuniya",8
2015,"March","Mulativu",8
2015,"March","Batticaloa",210
2015,"March","Ampara",6
2015,"March","Trincomalee",59
2015,"March","Kurunegala",108
2015,"March","Puttalam",34
2015,"March","Apura",27
2015,"March","Polonnaruwa",13
2015,"March","Badulla",30
2015,"March","Moneragala",15
2015,"March","Ratnapura",90
2015,"March","Kegalle",36
2015,"March","Kalmunai",29
2015,"April","Colombo",317
2015,"April","Gampaha",193
2015,"April","Kalutara",72
2015,"April","Kandy",63
2015,"April","Matale",16
2015,"April","N Eliya",5
2015,"April","Galle",35
2015,"April","Matara",28
2015,"April","Jaffna",48
2015,"April","Kilinochchi",0
2015,"April","Mannar",1
2015,"April","Vavuniya",4
2015,"April","Mulativu",10
2015,"April","Batticaloa",124
2015,"April","Ampara",0
2015,"April","Trincomalee",81
2015,"April","Kurunegala",73
2015,"April","Puttalam",20
2015,"April","Apura",18
2015,"April","Polonnaruwa",9
2015,"April","Badulla",31
2015,"April","Moneragala",7
2015,"April","Ratnapura",59
2015,"April","Kegalle",40
2015,"April","Kalmunai",21
2015,"May","Colombo",515
2015,"May","Gampaha",264
2015,"May","Kalutara",86
2015,"May","Kandy",71
2015,"May","Matale",10
2015,"May","N Eliya",8
2015,"May","Galle",26
2015,"May","Matara",25
2015,"May","Jaffna",66
2015,"May","Kilinochchi",2
2015,"May","Mannar",4
2015,"May","Vavuniya",15
2015,"May","Mulativu",12
2015,"May","Batticaloa",139
2015,"May","Ampara",5
2015,"May","Trincomalee",65
2015,"May","Kurunegala",62
2015,"May","Puttalam",32
2015,"May","Apura",12
2015,"May","Polonnaruwa",12
2015,"May","Badulla",22
2015,"May","Moneragala",7
2015,"May","Ratnapura",70
2015,"May","Kegalle",54
2015,"May","Kalmunai",29
2015,"June","Colombo",515
2015,"June","Gampaha",225
2015,"June","Kalutara",78
2015,"June","Kandy",70
2015,"June","Matale",16
2015,"June","N Eliya",8
2015,"June","Galle",20
2015,"June","Matara",12
2015,"June","Jaffna",63
2015,"June","Kilinochchi",4
2015,"June","Mannar",2
2015,"June","Vavuniya",9
2015,"June","Mulativu",14
2015,"June","Batticaloa",82
2015,"June","Ampara",9
2015,"June","Trincomalee",39
2015,"June","Kurunegala",61
2015,"June","Puttalam",42
2015,"June","Apura",15
2015,"June","Polonnaruwa",9
2015,"June","Badulla",30
2015,"June","Moneragala",18
2015,"June","Ratnapura",68
2015,"June","Kegalle",38
2015,"June","Kalmunai",19
2015,"July","Colombo",907
2015,"July","Gampaha",317
2015,"July","Kalutara",125
2015,"July","Kandy",64
2015,"July","Matale",8
2015,"July","N Eliya",15
2015,"July","Galle",46
2015,"July","Matara",21
2015,"July","Jaffna",69
2015,"July","Kilinochchi",9
2015,"July","Mannar",1
2015,"July","Vavuniya",5
2015,"July","Mulativu",13
2015,"July","Batticaloa",65
2015,"July","Ampara",4
2015,"July","Trincomalee",30
2015,"July","Kurunegala",82
2015,"July","Puttalam",65
2015,"July","Apura",18
2015,"July","Polonnaruwa",18
2015,"July","Badulla",33
2015,"July","Moneragala",16
2015,"July","Ratnapura",105
2015,"July","Kegalle",50
2015,"July","Kalmunai",13
2015,"August","Colombo",711
2015,"August","Gampaha",233
2015,"August","Kalutara",92
2015,"August","Kandy",47
2015,"August","Matale",7
2015,"August","N Eliya",5
2015,"August","Galle",80
2015,"August","Matara",24
2015,"August","Jaffna",45
2015,"August","Kilinochchi",7
2015,"August","Mannar",1
2015,"August","Vavuniya",4
2015,"August","Mulativu",7
2015,"August","Batticaloa",18
2015,"August","Ampara",6
2015,"August","Trincomalee",9
2015,"August","Kurunegala",70
2015,"August","Puttalam",14
2015,"August","Apura",13
2015,"August","Polonnaruwa",12
2015,"August","Badulla",19
2015,"August","Moneragala",14
2015,"August","Ratnapura",74
2015,"August","Kegalle",49
2015,"August","Kalmunai",16
2015,"September","Colombo",401
2015,"September","Gampaha",186
2015,"September","Kalutara",57
2015,"September","Kandy",62
2015,"September","Matale",8
2015,"September","N Eliya",6
2015,"September","Galle",75
2015,"September","Matara",24
2015,"September","Jaffna",51
2015,"September","Kilinochchi",7
2015,"September","Mannar",2
2015,"September","Vavuniya",11
2015,"September","Mulativu",2
2015,"September","Batticaloa",8
2015,"September","Ampara",5
2015,"September","Trincomalee",8
2015,"September","Kurunegala",27
2015,"September","Puttalam",12
2015,"September","Apura",14
2015,"September","Polonnaruwa",8
2015,"September","Badulla",10
2015,"September","Moneragala",2
2015,"September","Ratnapura",46
2015,"September","Kegalle",36
2015,"September","Kalmunai",14
2015,"October","Colombo",769
2015,"October","Gampaha",277
2015,"October","Kalutara",118
2015,"October","Kandy",154
2015,"October","Matale",12
2015,"October","N Eliya",15
2015,"October","Galle",131
2015,"October","Matara",72
2015,"October","Jaffna",76
2015,"October","Kilinochchi",14
2015,"October","Mannar",2
2015,"October","Vavuniya",19
2015,"October","Mulativu",2
2015,"October","Batticaloa",31
2015,"October","Ampara",3
2015,"October","Trincomalee",6
2015,"October","Kurunegala",56
2015,"October","Puttalam",23
2015,"October","Apura",12
2015,"October","Polonnaruwa",21
2015,"October","Badulla",35
2015,"October","Moneragala",16
2015,"October","Ratnapura",64
2015,"October","Kegalle",70
2015,"October","Kalmunai",7
2015,"November","Colombo",985
2015,"November","Gampaha",387
2015,"November","Kalutara",167
2015,"November","Kandy",120
2015,"November","Matale",18
2015,"November","N Eliya",14
2015,"November","Galle",151
2015,"November","Matara",43
2015,"November","Jaffna",216
2015,"November","Kilinochchi",11
2015,"November","Mannar",4
2015,"November","Vavuniya",16
2015,"November","Mulativu",6
2015,"November","Batticaloa",40
2015,"November","Ampara",3
2015,"November","Trincomalee",15
2015,"November","Kurunegala",107
2015,"November","Puttalam",77
2015,"November","Apura",29
2015,"November","Polonnaruwa",25
2015,"November","Badulla",54
2015,"November","Moneragala",23
2015,"November","Ratnapura",93
2015,"November","Kegalle",80
2015,"November","Kalmunai",22
2015,"December","Colombo",1321
2015,"December","Gampaha",496
2015,"December","Kalutara",202
2015,"December","Kandy",170
2015,"December","Matale",22
2015,"December","N Eliya",27
2015,"December","Galle",128
2015,"December","Matara",42
2015,"December","Jaffna",437
2015,"December","Kilinochchi",6
2015,"December","Mannar",20
2015,"December","Vavuniya",59
2015,"December","Mulativu",15
2015,"December","Batticaloa",75
2015,"December","Ampara",11
2015,"December","Trincomalee",48
2015,"December","Kurunegala",100
2015,"December","Puttalam",79
2015,"December","Apura",43
2015,"December","Polonnaruwa",28
2015,"December","Badulla",47
2015,"December","Moneragala",30
2015,"December","Ratnapura",87
2015,"December","Kegalle",97
2015,"December","Kalmunai",53
2016,"January","Colombo",2184
2016,"January","Gampaha",862
2016,"January","Kalutara",321
2016,"January","Kandy",335
2016,"January","Matale",51
2016,"January","N Eliya",44
2016,"January","Galle",276
2016,"January","Matara",139
2016,"January","Jaffna",687
2016,"January","Kilinochchi",15
2016,"January","Mannar",42
2016,"January","Vavuniya",69
2016,"January","Mulativu",29
2016,"January","Batticaloa",124
2016,"January","Ampara",38
2016,"January","Trincomalee",102
2016,"January","Kurunegala",241
2016,"January","Puttalam",206
2016,"January","Apura",98
2016,"January","Polonnaruwa",60
2016,"January","Badulla",85
2016,"January","Moneragala",58
2016,"January","Ratnapura",211
2016,"January","Kegalle",198
2016,"January","Kalmunai",122
2016,"February","Colombo",1569
2016,"February","Gampaha",615
2016,"February","Kalutara",294
2016,"February","Kandy",207
2016,"February","Matale",42
2016,"February","N Eliya",22
2016,"February","Galle",135
2016,"February","Matara",92
2016,"February","Jaffna",238
2016,"February","Kilinochchi",16
2016,"February","Mannar",17
2016,"February","Vavuniya",22
2016,"February","Mulativu",18
2016,"February","Batticaloa",65
2016,"February","Ampara",19
2016,"February","Trincomalee",59
2016,"February","Kurunegala",170
2016,"February","Puttalam",160
2016,"February","Apura",65
2016,"February","Polonnaruwa",48
2016,"February","Badulla",40
2016,"February","Moneragala",32
2016,"February","Ratnapura",135
2016,"February","Kegalle",153
2016,"February","Kalmunai",127
2016,"March","Colombo",1016
2016,"March","Gampaha",260
2016,"March","Kalutara",197
2016,"March","Kandy",93
2016,"March","Matale",33
2016,"March","N Eliya",20
2016,"March","Galle",110
2016,"March","Matara",43
2016,"March","Jaffna",150
2016,"March","Kilinochchi",5
2016,"March","Mannar",3
2016,"March","Vavuniya",19
2016,"March","Mulativu",19
2016,"March","Batticaloa",34
2016,"March","Ampara",18
2016,"March","Trincomalee",42
2016,"March","Kurunegala",105
2016,"March","Puttalam",63
2016,"March","Apura",33
2016,"March","Polonnaruwa",24
2016,"March","Badulla",55
2016,"March","Moneragala",23
2016,"March","Ratnapura",169
2016,"March","Kegalle",66
2016,"March","Kalmunai",49
2016,"April","Colombo",942
2016,"April","Gampaha",276
2016,"April","Kalutara",312
2016,"April","Kandy",109
2016,"April","Matale",21
2016,"April","N Eliya",31
2016,"April","Galle",120
2016,"April","Matara",56
2016,"April","Jaffna",93
2016,"April","Kilinochchi",7
2016,"April","Mannar",7
2016,"April","Vavuniya",26
2016,"April","Mulativu",22
2016,"April","Batticaloa",31
2016,"April","Ampara",18
2016,"April","Trincomalee",32
2016,"April","Kurunegala",98
2016,"April","Puttalam",74
2016,"April","Apura",50
2016,"April","Polonnaruwa",33
2016,"April","Badulla",43
2016,"April","Moneragala",31
2016,"April","Ratnapura",237
2016,"April","Kegalle",90
2016,"April","Kalmunai",30
2016,"May","Colombo",693
2016,"May","Gampaha",221
2016,"May","Kalutara",249
2016,"May","Kandy",154
2016,"May","Matale",29
2016,"May","N Eliya",18
2016,"May","Galle",118
2016,"May","Matara",35
2016,"May","Jaffna",58
2016,"May","Kilinochchi",4
2016,"May","Mannar",16
2016,"May","Vavuniya",13
2016,"May","Mulativu",9
2016,"May","Batticaloa",20
2016,"May","Ampara",7
2016,"May","Trincomalee",28
2016,"May","Kurunegala",194
2016,"May","Puttalam",53
2016,"May","Apura",29
2016,"May","Polonnaruwa",20
2016,"May","Badulla",32
2016,"May","Moneragala",18
2016,"May","Ratnapura",241
2016,"May","Kegalle",100
2016,"May","Kalmunai",21
2016,"June","Colombo",1459
2016,"June","Gampaha",555
2016,"June","Kalutara",343
2016,"June","Kandy",504
2016,"June","Matale",89
2016,"June","N Eliya",38
2016,"June","Galle",121
2016,"June","Matara",119
2016,"June","Jaffna",80
2016,"June","Kilinochchi",4
2016,"June","Mannar",10
2016,"June","Vavuniya",7
2016,"June","Mulativu",18
2016,"June","Batticaloa",43
2016,"June","Ampara",22
2016,"June","Trincomalee",25
2016,"June","Kurunegala",361
2016,"June","Puttalam",87
2016,"June","Apura",40
2016,"June","Polonnaruwa",31
2016,"June","Badulla",107
2016,"June","Moneragala",24
2016,"June","Ratnapura",395
2016,"June","Kegalle",149
2016,"June","Kalmunai",18
2016,"July","Colombo",3191
2016,"July","Gampaha",1625
2016,"July","Kalutara",683
2016,"July","Kandy",1226
2016,"July","Matale",348
2016,"July","N Eliya",111
2016,"July","Galle",467
2016,"July","Matara",282
2016,"July","Jaffna",226
2016,"July","Kilinochchi",8
2016,"July","Mannar",10
2016,"July","Vavuniya",30
2016,"July","Mulativu",22
2016,"July","Batticaloa",69
2016,"July","Ampara",61
2016,"July","Trincomalee",35
2016,"July","Kurunegala",598
2016,"July","Puttalam",144
2016,"July","Apura",137
2016,"July","Polonnaruwa",110
2016,"July","Badulla",169
2016,"July","Moneragala",70
2016,"July","Ratnapura",681
2016,"July","Kegalle",210
2016,"July","Kalmunai",26
2016,"August","Colombo",1478
2016,"August","Gampaha",687
2016,"August","Kalutara",293
2016,"August","Kandy",510
2016,"August","Matale",133
2016,"August","N Eliya",51
2016,"August","Galle",253
2016,"August","Matara",144
2016,"August","Jaffna",148
2016,"August","Kilinochchi",8
2016,"August","Mannar",2
2016,"August","Vavuniya",12
2016,"August","Mulativu",12
2016,"August","Batticaloa",38
2016,"August","Ampara",17
2016,"August","Trincomalee",17
2016,"August","Kurunegala",227
2016,"August","Puttalam",89
2016,"August","Apura",91
2016,"August","Polonnaruwa",38
2016,"August","Badulla",72
2016,"August","Moneragala",59
2016,"August","Ratnapura",275
2016,"August","Kegalle",153
2016,"August","Kalmunai",19
2016,"September","Colombo",939
2016,"September","Gampaha",526
2016,"September","Kalutara",195
2016,"September","Kandy",347
