"Year","Week","Country.or.Subregion","Probable","Lab.Confirm","Severe.Dengue","Deaths","New.Serotype","Cumul.Serotype","Population.x.1000"
2017,"Week 28 - Week 28","Dominica",0,0,0,0,NA,NA,74
2017,"Week 17 - Week 17","French Guiana",0,0,0,0,NA,NA,239
2017,"Week 20 - Week 20","Grenada",0,0,0,0,NA,"DEN",111
2017,"Week 26 - Week 26","Guadaloupe",0,0,0,0,NA,NA,411
2017,"Week 00 - Week 00","Guyana",NA,NA,0,0,NA,NA,808
2017,"Week 00 - Week 00","Haiti",NA,NA,0,0,NA,NA,10604
2017,"Week 28 - Week 28","Jamaica",0,0,0,0,NA,"DEN",2813
2017,"Week 26 - Week 26","Martinique",0,0,0,0,NA,"DEN 2",398
2017,"Week 24 - Week 24","Montserrat",0,0,0,0,NA,NA,5
2017,"Week 00 - Week 00","Netherlands Antilles",NA,NA,0,0,NA,NA,225
2017,"Week 26 - Week 26","St. Bartolome",0,0,0,0,NA,NA,9
2017,"Week 24 - Week 24","St. Kitts & Nevis",0,0,0,0,NA,NA,52
2017,"Week 24 - Week 24","St. Lucia",0,0,0,0,NA,"DEN",164
2017,"Week 26 - Week 26","St. Martin",0,0,0,0,NA,NA,41
2017,"Week 16 - Week 16","St. Vincent & the Grenadines",0,0,0,0,NA,NA,103
2017,"Week 00 - Week 00","Suriname",NA,NA,0,0,NA,NA,548
2017,"Week 19 - Week 19","Trinidad & Tobago",0,0,0,0,NA,NA,1347
2017,"Week 24 - Week 24","Turks & Caicos Islands",0,0,0,0,NA,"DEN",50
2017,"Week 32 - Week 33","Canada",0,0,0,0,NA,NA,NA
2017,"Week 32 - Week 33","United States",7,7,0,0,NA,"DEN",325128
2017,"Week 23 - Week 29","Belize",11,0,NA,0,NA,"DEN",348
2017,"Week 30 - Week 30","Costa Rica",0,NA,0,0,NA,"DEN 1,2",5002
2017,"Week 32 - Week 33","El Salvador",88,0,0,0,NA,"DEN 2",6426
2017,"Week 31 - Week 33","Guatemala",219,0,-2,NA,NA,"DEN 1,2,3,4",16255
2017,"Week 32 - Week 33","Honduras",97,0,4,0,NA,"DEN 1, 2, 3",8721
2017,"Week 32 - Week 33","Mexico",21229,931,-757,0,NA,"DEN 1,2,3",125236
2017,"Week 32 - Week 33","Nicaragua",1287,9,NA,0,NA,"DEN 2",6257
2017,"Week 31 - Week 32","Panama",206,96,0,0,NA,"DEN 1,2",3988
2017,"Week 32 - Week 32","Bolivia",0,NA,0,NA,NA,NA,11025
2017,"Week 32 - Week 33","Colombia",437,0,11,-1,NA,"DEN",49529
2017,"Week 28 - Week 32","Ecuador",485,485,3,0,NA,"DEN",16226
2017,"Week 32 - Week 33","Peru",70,665,-2,1,NA,"DEN 2,3",31161
2017,"Week 17 - Week 17","Venezuela",0,0,0,0,NA,"DEN",31028
2017,"Week 32 - Week 32","Argentina",0,0,0,0,NA,"DEN 1,2,3",42155
2017,"Week 31 - Week 33","Brazil",4363,NA,15,11,NA,"DEN 1,2,3,4",203657
2017,"Week 28 - Week 28","Chile",0,0,0,0,NA,"DEN 2",17924
2017,"Week 31 - Week 32","Paraguay",1,0,NA,0,NA,"DEN 1",7033
2017,"Week 32 - Week 33","Uruguay",0,0,0,0,NA,NA,3430
2017,"Week 25 - Week 25","Cuba",0,NA,NA,NA,NA,"DEN 2,3",11249
2017,"Week 30 - Week 30","Dominican Republic",0,NA,0,0,NA,"DEN",10652
2017,"Week 32 - Week 33","Puerto Rico",0,0,0,0,NA,"DEN 2",3680
2017,"Week 32 - Week 33","American Virgin Islands",0,0,0,0,NA,"DEN",104
2017,"Week 12 - Week 28","Anguilla",3,0,0,0,NA,"DEN",16
2017,"Week 24 - Week 28","Antigua & Barbuda",0,0,0,0,NA,"DEN",92
2017,"Week 24 - Week 28","Aruba",27,1,0,0,NA,"DEN",112
2017,"Week 20 - Week 28","Bahamas",0,0,0,0,NA,"DEN",388
2017,"Week 20 - Week 28","Barbados",41,0,0,0,NA,"DEN",291
2017,"Week 24 - Week 28","Bermuda",0,0,0,0,NA,NA,70
2017,"Week 20 - Week 32","British Virgin Islands",14,14,0,0,NA,"DEN",33
2017,"Week 24 - Week 28","Cayman Islands",11,0,0,0,NA,"DEN",56
2017,"Week 00 - Week 00","Curacao",0,0,0,0,NA,NA,148
2017,"Week 28 - Week 28","Dominica",9,0,0,0,NA,"DEN",74
2017,"Week 17 - Week 17","French Guiana",0,0,0,0,NA,"DEN",239
2017,"Week 20 - Week 28","Grenada",21,21,0,0,NA,"DEN",111
2017,"Week 26 - Week 26","Guadaloupe",0,0,0,0,NA,"DEN",411
2017,"Week 00 - Week 00","Guyana",NA,NA,0,0,NA,NA,808
2017,"Week 00 - Week 00","Haiti",NA,NA,0,0,NA,NA,10604
2017,"Week 28 - Week 33","Jamaica",6,3,0,0,"DEN 3","DEN 3",2813
2017,"Week 26 - Week 26","Martinique",0,0,0,0,NA,"DEN 2",398
2017,"Week 24 - Week 28","Montserrat",0,0,0,0,NA,NA,5
2017,"Week 00 - Week 28","Netherlands Antilles",NA,NA,0,0,NA,NA,225
2017,"Week 26 - Week 26","St. Bartolome",0,0,0,0,NA,NA,9
2017,"Week 24 - Week 28","St. Kitts & Nevis",3,0,0,0,NA,NA,52
2017,"Week 24 - Week 24","St. Lucia",0,0,0,0,NA,"DEN",164
2017,"Week 26 - Week 26","St. Martin",0,0,0,0,NA,NA,41
2017,"Week 16 - Week 28","St. Vincent & the Grenadines",1,1,0,0,NA,NA,103
2017,"Week 00 - Week 00","Suriname",NA,NA,0,0,NA,NA,548
2017,"Week 19 - Week 28","Trinidad & Tobago",145,3,0,0,NA,NA,1347
2017,"Week 24 - Week 24","Turks & Caicos Islands",0,0,0,0,NA,"DEN",50
2017,"Week 33 - 37","Canada",0,0,0,0,NA,NA,0
2017,"Week 33 - 37","United States",41,41,0,0,NA,"DEN",325128
2017,"Week 29 - 29","Belize",0,0,NA,0,NA,"DEN",348
2017,"Week 30 - 34","Costa Rica",796,NA,0,0,NA,"DEN 1,2",5002
2017,"Week 33 - 37","El Salvador",350,44,-1,0,NA,"DEN 2",6246
2017,"Week 33 - 33","Guatemala",0,0,0,NA,NA,"DEN 1,2,3,4",16255
2017,"Week 33 - 37","Honduras",406,0,9,0,NA,"DEN 1,2,3",8721
2017,"Week 33 - 37","Mexico",13253,2303,56,8,NA,"DEN 1,2,3",125236
2017,"Week 33 - 37","Nicaragua",5265,214,NA,0,NA,"DEN 2",6257
2017,"Week 32 - 35","Panama",714,336,1,0,NA,"DEN 1,2",3988
2017,"Week 32 - 37","Bolivia",0,NA,-7,NA,NA,"DEN",11025
2017,"Week 33 - 37","Colombia",1806,-2911,15,2,"DEN 1,2,3,4","DEN 1,2,3,4",49529
2017,"Week 32 - 36","Ecuador",359,359,1,0,NA,"DEN",16226
2017,"Week 33 - 37","Peru",1185,419,0,2,NA,"DEN 2,3",31161
2017,"Week 17 - 31","Venezuela",2207,551,12,0,NA,"DEN",31028
2017,"Week 32 - 36","Argentina",-7313,-1,0,0,NA,"DEN 1,3",42155
2017,"Week 33 - 35","Brazil",4050,NA,15,5,NA,"DEN 1,2,3,4",203657
2017,"Week 28 - 26","Chile",0,0,0,0,NA,"DEN 2",17924
2017,"Week 32 - 36","Paraguay",46,6,NA,0,NA,"DEN 1",7033
2017,"Week 33 - 37","Uruguay",0,0,0,0,NA,NA,3430
2017,"Week 25 - 25","Cuba",0,NA,NA,NA,NA,"DEN 2,3",11249
2017,"Week 30 - 36","Dominican Republic",153,NA,12,1,NA,"DEN",10652
2017,"Week 33 - 37","Puerto Rico",0,0,0,0,NA,"DEN 2",3680
2017,"Week 33 - 37","American Virgin Islands",0,0,0,0,NA,"DEN",104
2017,"Week 28 - 28","Anguilla",0,0,0,0,NA,"DEN",16
2017,"Week 28 - 28","Antigua & Barbuda",0,0,0,0,NA,"DEN",92
2017,"Week 28 - 26","Aruba",0,0,0,0,NA,"DEN",112
2017,"Week 28 - 28","Bahamas",0,0,0,0,NA,"DEN",388
2017,"Week 28 - 28","Barbados",0,0,0,0,NA,"DEN",291
2017,"Week 28 - 28","Bermuda",0,0,0,0,NA,NA,70
2017,"Week 32 - 0","Bonaire, Saba and St. Eustatiu",-42,-42,0,0,NA,NA,0
2017,"Week 28 - 32","British Virgin Islands",19,42,0,0,NA,"DEN",33
2017,"Week 00 - 28","Cayman Islands",23,0,0,0,NA,"DEN",56
2017,"Week 28 - 0","Curacao",-31,0,0,0,NA,NA,0
2017,"Week 17 - 28","Dominica",-134,0,0,0,NA,"DEN",74
2017,"Week 28 - 26","French Guiana",375,-80,0,0,NA,"DEN",239
2017,"Week 26 - 28","Grenada",-3,80,0,0,NA,"DEN",111
2017,"Week 00 - 30","Guadaloupe",NA,NA,0,0,NA,"DEN",411
2017,"Week 00 - 0","Haiti",NA,NA,0,0,NA,NA,0
2017,"Week 33 - 35","Jamaica",3,0,0,0,NA,"DEN 3",2813
2017,"Week 26 - 30","Martinique",-1,0,0,0,NA,"DEN 2",398
2017,"Week 28 - 28","Montserrat",0,0,0,0,NA,NA,5
2017,"Week 28 - 30","St. Bartolome",35,0,0,0,NA,"DEN",9
2017,"Week 26 - 28","St. Kitts & Nevis",-23,0,0,0,NA,"DEN",52
2017,"Week 28 - 24","St. Lucia",7,14,0,0,NA,"DEN",164
2017,"Week 24 - 30","St. Martin",143,-14,0,0,NA,"DEN",41
2017,"Week 26 - 28","St. Vincent & the Grenadines",-111,0,0,0,NA,"DEN",103
2017,"Week 28 - 0","Suriname",-3,-2,0,0,NA,NA,0
2017,"Week 00 - 32","Trinidad & Tobago",NA,NA,0,0,NA,"DEN",1347
2017,"Week 28 - 24","Turks & Caicos Islands",-49,154,0,0,NA,"DEN",50
2017,"37 - 38","Canada",0,0,0,0,NA,NA,0
2017,"37 - 38","United States of America",12,12,0,0,NA,"DEN",325128
2017,"29 - 38","Belize",2611,14,2,0,NA,"DEN",348
2017,"34 - 34","Costa Rica",0,0,0,0,NA,"DEN 1,2",5002
2017,"37 - 38","El Salvador",135,6,0,0,NA,"DEN 2",6246
2017,"33 - 37","Guatemala",523,272,15,9,NA,"DEN 1,2,3,4",16255
2017,"37 - 38","Honduras",68,0,0,0,NA,"DEN 1,2,3",8721
2017,"37 - 38","Mexico",3342,680,17,0,NA,"DEN 1,2,3",125236
2017,"37 - 37","Nicaragua",0,0,0,0,NA,"DEN 2",6257
2017,"35 - 37","Panama",388,164,3,0,NA,"DEN 1,2",3988
2017,"37 - 38","Bolivia",93,5,1,0,NA,"DEN",11025
2017,"37 - 38","Colombia",414,0,0,4,NA,"DEN 1,2,3,4",49529
2017,"36 - 38","Ecuador",208,208,2,0,NA,"DEN",16226
2017,"37 - 37","Peru",0,0,0,0,NA,"DEN 2,3",31161
2017,"31 - 31","Venezuela",0,0,0,0,NA,"DEN",31028
2017,"36 - 38","Argentina",-1,0,0,0,NA,"DEN 1,3",42155
2017,"35 - 35","Brazil",0,0,0,0,NA,"DEN 1,2,3,4",203657
2017,"26 - 26","Chile",0,0,0,0,NA,"DEN 2",17924
2017,"36 - 37","Paraguay",8,2,0,0,NA,"DEN 1",7033
2017,"37 - 38","Uruguay",0,0,0,0,NA,NA,3430
2017,"25 - 25","Cuba",0,0,0,0,NA,"DEN 2,3",11249
2017,"36 - 38","Dominican Republic",49,0,6,0,NA,"DEN",10652
2017,"37 - 38","Puerto Rico",0,0,0,0,NA,"DEN 2",3680
2017,"37 - 38","American Virgin Islands",0,0,0,0,NA,"DEN",104
2017,"28 - 28","Anguilla",0,0,0,0,NA,"DEN",16
2017,"28 - 28","Antigua & Barbuda",0,0,0,0,NA,"DEN",92
2017,"26 - 26","Aruba",0,0,0,0,NA,"DEN",112
2017,"28 - 28","Bahamas",0,0,0,0,NA,"DEN",388
2017,"28 - 28","Barbados",0,0,0,0,NA,"DEN",291
2017,"28 - 28","Bermuda",0,0,0,0,NA,NA,70
2017,"0 - 0","Bonaire, Saba and St. Eustatius",0,0,0,0,NA,NA,0
2017,"32 - 32","British Virgin Islands",0,0,0,0,NA,"DEN",33
2017,"28 - 28","Cayman Islands",0,0,0,0,NA,"DEN",56
2017,"0 - 0","Curacao",0,0,0,0,NA,NA,0
2017,"28 - 28","Dominica",0,0,0,0,NA,"DEN",74
2017,"26 - 26","French Guiana",0,0,0,0,NA,"DEN",239
2017,"28 - 28","Grenada",0,0,0,0,NA,"DEN",111
2017,"30 - 30","Guadaloupe",0,0,0,0,NA,"DEN",411
2017,"0 - 0","Haiti",0,0,0,0,NA,NA,0
2017,"35 - 35","Jamaica",0,0,0,0,NA,"DEN 3",2813
2017,"30 - 30","Martinique",0,0,0,0,NA,"DEN 2",398
2017,"28 - 28","Montserrat",0,0,0,0,NA,NA,5
2017,"30 - 30","St. Bartolome",0,0,0,0,NA,"DEN",9
2017,"28 - 28","St. Kitts & Nevis",0,0,0,0,NA,"DEN",52
2017,"24 - 24","St. Lucia",0,0,0,0,NA,"DEN",164
2017,"30 - 30","St. Martin",0,0,0,0,NA,"DEN",41
2017,"28 - 28","St. Vincent & the Grenadines",0,0,0,0,NA,"DEN",103
2017,"0 - 0","Suriname",0,0,0,0,NA,NA,0
2017,"32 - 32","Trinidad & Tobago",0,0,0,0,NA,"DEN",1347
2017,"24 - 24","Turks & Caicos Islands",0,0,0,0,NA,"DEN",50
2017,"38 - 39","Canada",0,0,0,0,"DEN 0","0",0
2017,"38 - 39","United States of America",14,14,0,0,NA,"DEN",325128
2017,"38 - 38","Belize",0,0,0,0,NA,"DEN",348
2017,"34 - 34","Costa Rica",0,0,0,0,NA,"DEN 1,2",5002
2017,"38 - 39","El Salvador",91,5,2,0,NA,"DEN 2",6246
2017,"37 - 37","Guatemala",28,0,0,0,NA,"DEN 1,2,3,4",16255
2017,"38 - 39","Honduras",55,0,7,0,NA,"DEN 1,2,3",8721
2017,"38 - 39","Mexico",4334,610,10,0,NA,"DEN 1,2,3",125236
2017,"37 - 38","Nicaragua",783,9,0,0,NA,"DEN 2",6257
2017,"37 - 37","Panama",0,0,0,0,NA,"DEN 1,2",3988
2017,"38 - 39","Bolivia",951,2,0,0,NA,"DEN",11025
2017,"38 - 39","Colombia",463,0,1,-3,NA,"DEN 1,2,3,4",49529
2017,"38 - 39","Ecuador",63,63,0,0,NA,"DEN",16226
2017,"37 - 39","Peru",468,246,2,0,NA,"DEN 2,3",31161
2017,"31 - 31","Venezuela",0,0,0,0,NA,"DEN",31028
2017,"38 - 38","Argentina",0,0,0,0,NA,"DEN 1,3",42155
2017,"35 - 35","Brazil",0,0,0,0,NA,"DEN 1,2,3,4",203657
2017,"26 - 26","Chile",0,0,0,0,NA,"DEN 2",17924
2017,"37 - 37","Paraguay",0,0,0,0,NA,"DEN 1",7033
2017,"38 - 39","Uruguay",0,0,0,0,NA,NA,3430
2017,"25 - 25","Cuba",0,0,0,0,NA,"DEN 2,3",11249
2017,"38 - 38","Dominican Republic",0,0,0,0,NA,"DEN",10652
2017,"38 - 39","Puerto Rico",0,0,0,0,NA,"DEN 2",3680
2017,"38 - 39","American Virgin Islands",0,0,0,0,NA,"DEN",104
2017,"28 - 28","Anguilla",0,0,0,0,NA,"DEN",16
2017,"28 - 28","Antigua & Barbuda",0,0,0,0,NA,"DEN",92
2017,"26 - 26","Aruba",0,0,0,0,NA,"DEN",112
2017,"28 - 28","Bahamas",0,0,0,0,NA,"DEN",388
2017,"28 - 28","Barbados",0,0,0,0,NA,"DEN",291
2017,"28 - 28","Bermuda",0,0,0,0,NA,NA,70
2017,"0 - 0","Bonaire, Saba and St. Eustatius",0,0,0,0,NA,NA,0
2017,"32 - 32","British Virgin Islands",0,0,0,0,NA,"DEN",33
2017,"28 - 28","Cayman Islands",0,0,0,0,NA,"DEN",56
2017,"0 - 0","Curacao",0,0,0,0,NA,NA,0
2017,"28 - 28","Dominica",0,0,0,0,NA,"DEN",74
2017,"26 - 37","French Guiana",170,0,0,0,NA,"DEN",239
2017,"28 - 28","Grenada",0,0,0,0,NA,"DEN",111
2017,"30 - 30","Guadaloupe",0,0,0,0,NA,"DEN",411
2017,"0 - 0","Haiti",0,0,0,0,NA,NA,0
2017,"35 - 38","Jamaica",-3,0,0,0,NA,"DEN 3",2813
2017,"30 - 30","Martinique",0,0,0,0,NA,"DEN 2",398
2017,"28 - 28","Montserrat",0,0,0,0,NA,NA,5
2017,"30 - 30","St. Bartolome",0,0,0,0,NA,"DEN",9
2017,"28 - 28","St. Kitts & Nevis",0,0,0,0,NA,"DEN",52
2017,"24 - 24","St. Lucia",0,0,0,0,NA,"DEN",164
2017,"30 - 30","St. Martin",0,0,0,0,NA,"DEN",41
2017,"28 - 28","St. Vincent & the Grenadines",0,0,0,0,NA,"DEN",103
2017,"0 - 0","Suriname",0,0,0,0,NA,NA,0
2017,"32 - 32","Trinidad & Tobago",0,0,0,0,NA,"DEN",1347
2017,"24 - 24","Turks & Caicos Islands",0,0,0,0,NA,"DEN",50
2017,"39 - 41","Canada",0,0,0,0,NA,NA,0
2017,"39 - 41","United States of America",23,23,0,0,NA,"DEN",325128
2017,"38 - 38","Belize",0,0,0,0,NA,"DEN",348
2017,"34 - 39","Costa Rica",519,0,0,0,NA,"DEN 1,2",5002
2017,"39 - 41","El Salvador",210,15,1,0,NA,"DEN 2",6246
2017,"37 - 39","Guatemala",250,352,3,4,NA,"DEN 1,2,3,4",16255
2017,"39 - 41","Honduras",136,0,5,0,NA,"DEN 1,2,3",8721
2017,"39 - 41","Mexico",9466,1713,25,0,NA,"DEN 1,2,3",125236
2017,"38 - 41","Nicaragua",2734,117,0,0,NA,"DEN 2",6257
2017,"37 - 37","Panama",0,0,0,0,NA,"DEN 1,2",3988
2017,"39 - 41","Bolivia",-242,0,1,0,NA,"DEN",11025
2017,"39 - 41","Colombia",830,658,4,6,NA,"DEN 1,2,3,4",49259
2017,"39 - 41","Ecuador",81,101,0,0,NA,"DEN",16226
2017,"39 - 41","Peru",596,334,4,0,NA,"DEN 2,3",31161
2017,"31 - 31","Venezuela",0,0,0,0,NA,"DEN",31028
2017,"38 - 40","Argentina",245,0,0,0,NA,"DEN 1,3",42155
2017,"35 - 35","Brazil",0,0,0,0,NA,"DEN 1,2,3,4",203657
2017,"26 - 38","Chile",5,5,0,0,"DEN 1,3","DEN 1,3",17924
2017,"37 - 39","Paraguay",35,2,0,0,NA,"DEN 1",7033
2017,"39 - 41","Uruguay",0,0,0,0,NA,NA,3430
2017,"25 - 25","Cuba",0,0,0,0,NA,"DEN 2,3",11249
2017,"38 - 40","Dominican Republic",105,0,6,0,NA,"DEN",10652
2017,"39 - 41","Puerto Rico",0,0,0,0,NA,"DEN 2",3680
2017,"39 - 41","American Virgin Islands",0,0,0,0,NA,"DEN",104
2017,"28 - 36","Anguilla",1,0,0,0,NA,"DEN",16
2017,"28 - 40","Antigua and Barbuda",0,0,0,0,NA,"DEN",92
2017,"26 - 32","Aruba",-19,392,0,0,NA,"DEN",112
2017,"28 - 36","Bahamas",0,0,0,0,NA,"DEN",388
2017,"28 - 36","Barbados",117,280,0,0,NA,"DEN",291
2017,"28 - 36","Bermuda",0,0,0,0,NA,NA,70
2017,"0 - 0","Bonaire, Saba and St. Eustatius",0,0,0,0,NA,NA,0
2017,"32 - 32","British Virgin Islands",0,0,0,0,NA,"DEN",33
2017,"28 - 40","Cayman Islands",0,0,0,0,NA,"DEN",56
2017,"0 - 0","Curacao",0,0,0,0,NA,NA,0
2017,"28 - 28","Dominica",2,0,0,0,NA,"DEN",74
2017,"37 - 37","French Guiana",0,0,0,0,NA,"DEN",239
2017,"28 - 36","Grenada",40,40,0,0,NA,"DEN",111
2017,"30 - 30","Guadaloupe",0,0,0,0,NA,"DEN",411
2017,"0 - 0","Haiti",0,0,0,0,NA,NA,0
2017,"38 - 38","Jamaica",0,0,0,0,NA,"DEN 3",2813
2017,"30 - 30","Martinique",0,0,0,0,NA,"DEN 2",398
2017,"28 - 40","Montserrat",0,0,0,0,NA,NA,5
2017,"30 - 30","Saint Barthelemy",0,0,0,0,NA,"DEN",9
2017,"28 - 28","Saint Kitts and Nevis",2,0,0,0,NA,"DEN",52
2017,"24 - 32","Saint Lucia",14,14,0,0,NA,"DEN",164
2017,"30 - 30","Saint Martin",0,0,0,0,NA,"DEN",41
2017,"28 - 36","Saint Vincent and the Grenadines",0,0,0,0,NA,"DEN",103
2017,"0 - 0","Suriname",0,0,0,0,NA,NA,0
2017,"32 - 39","Trinidad and Tobago",14,3,0,0,NA,"DEN",1347
2017,"24 - 36","Turks and Caicos Islands",44,44,0,0,NA,"DEN",50
