"Letalidad","Country","Country_sp","Total","Dengue","Dengue_Grave","Fips","ISO3166Alpha2","ISO3166Alpha3","Code","Muertes","PAHO_Code_Num","PAHO_Code","RegionLvl0","RegionLvl1","RegionLvl2","RegionLvl3","Region","TIS","Tipo","W_Pais","Year"
NA,"Costa Rica","Costa Rica",0,0,0,"CS","CR","CRI",188,0,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",1989
NA,"Costa Rica","Costa Rica",0,0,0,"CS","CR","CRI",188,0,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",1990
NA,"Costa Rica","Costa Rica",0,0,0,"CS","CR","CRI",188,0,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",1991
NA,"Costa Rica","Costa Rica",0,0,0,"CS","CR","CRI",188,0,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",1992
NA,"Costa Rica","Costa Rica",0,0,0,"CS","CR","CRI",188,0,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",1993
NA,"Costa Rica","Costa Rica",0,0,0,"CS","CR","CRI",188,0,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",1994
0,"Costa Rica","Costa Rica",5133,5132,1,"CS","CR","CRI",188,0,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",1995
0,"Costa Rica","Costa Rica",2307,2307,0,"CS","CR","CRI",188,0,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",1996
0.014026229,"Costa Rica","Costa Rica",14259,14251,8,"CS","CR","CRI",188,2,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",1997
0,"Costa Rica","Costa Rica",2628,2628,0,"CS","CR","CRI",188,0,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",1998
0,"Costa Rica","Costa Rica",5923,5806,117,"CS","CR","CRI",188,0,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",1999
0,"Costa Rica","Costa Rica",4903,4899,4,"CS","CR","CRI",188,0,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",2000
0,"Costa Rica","Costa Rica",9200,9163,37,"CS","CR","CRI",188,0,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",2001
0,"Costa Rica","Costa Rica",12224,12197,27,"CS","CR","CRI",188,0,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",2002
0,"Costa Rica","Costa Rica",19600,19531,69,"CS","CR","CRI",188,0,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",2003
0,"Costa Rica","Costa Rica",9397,9386,11,"CS","CR","CRI",188,0,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",2004
0.005298575,"Costa Rica","Costa Rica",37746,37694,52,"CS","CR","CRI",188,2,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",2005
0,"Costa Rica","Costa Rica",12052,11980,72,"CS","CR","CRI",188,0,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",2006
0.030625526,"Costa Rica","Costa Rica",26122,25804,318,"CS","CR","CRI",188,8,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",2007
0,"Costa Rica","Costa Rica",7108,7056,52,"CS","CR","CRI",188,0,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",2008
0,"Costa Rica","Costa Rica",6938,6930,8,"CS","CR","CRI",188,0,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",2009
0,"Costa Rica","Costa Rica",31752,31731,21,"CS","CR","CRI",188,0,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",2010
0,"Costa Rica","Costa Rica",13826,13798,28,"CS","CR","CRI",188,0,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",2011
0,"Costa Rica","Costa Rica",20996,20945,51,"CS","CR","CRI",188,0,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",2012
0.002005294,"Costa Rica","Costa Rica",49868,49717,151,"CS","CR","CRI",188,1,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",2013
0,"Costa Rica","Costa Rica",11140,11136,4,"CS","CR","CRI",188,0,443,"COR","AMR","LAC","CAI","LAM","CAI","COR","Final","CRI",2014
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",1980
0.047320832,"Cuba","Cuba",333891,323579,10312,"CU","CU","CUB",192,158,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",1981
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",1982
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",1983
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",1984
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",1985
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",1986
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",1987
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",1988
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",1989
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",1990
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",1991
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",1992
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",1993
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",1994
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",1995
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",1996
0.427502672,"Cuba","Cuba",2807,2602,205,"CU","CU","CUB",192,12,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",1997
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",1998
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",1999
0,"Cuba","Cuba",138,138,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",2000
0.017600986,"Cuba","Cuba",11363,11294,69,"CU","CU","CUB",192,2,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",2001
0.033344448,"Cuba","Cuba",2999,2987,12,"CU","CU","CUB",192,1,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",2002
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",2003
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",2004
0,"Cuba","Cuba",75,75,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",2005
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",2006
0,"Cuba","Cuba",28,28,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",2007
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",2008
0,"Cuba","Cuba",70,70,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",2009
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",2010
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",2011
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",2012
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",2013
NA,"Cuba","Cuba",0,0,0,"CU","CU","CUB",192,0,445,"CUB","AMR","LAC","LCR","LAM","LCR","CUB","Final","CUB",2014
NA,"Dominica","Dominica",0,0,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",1980
NA,"Dominica","Dominica",0,0,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",1981
NA,"Dominica","Dominica",0,0,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",1982
NA,"Dominica","Dominica",0,0,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",1983
NA,"Dominica","Dominica",0,0,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",1984
NA,"Dominica","Dominica",0,0,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",1985
NA,"Dominica","Dominica",0,0,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",1986
NA,"Dominica","Dominica",0,0,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",1987
NA,"Dominica","Dominica",0,0,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",1988
NA,"Dominica","Dominica",0,0,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",1989
0,"Dominica","Dominica",6,6,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",1990
0,"Dominica","Dominica",12,12,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",1991
NA,"Dominica","Dominica",0,0,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",1992
0,"Dominica","Dominica",1,1,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",1993
NA,"Dominica","Dominica",0,0,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",1994
0,"Dominica","Dominica",282,271,11,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",1995
0,"Dominica","Dominica",3,3,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",1996
NA,"Dominica","Dominica",0,0,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",1997
0,"Dominica","Dominica",1,1,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",1998
0,"Dominica","Dominica",1,1,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",1999
0,"Dominica","Dominica",15,15,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",2000
0,"Dominica","Dominica",5,5,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",2001
NA,"Dominica","Dominica",0,0,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",2002
NA,"Dominica","Dominica",0,0,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",2003
0,"Dominica","Dominica",4,4,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",2004
0,"Dominica","Dominica",7,3,4,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",2005
0,"Dominica","Dominica",19,19,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",2006
0,"Dominica","Dominica",110,109,1,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",2007
0,"Dominica","Dominica",80,80,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",2008
0,"Dominica","Dominica",2,2,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",2009
0,"Dominica","Dominica",633,631,2,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",2010
0,"Dominica","Dominica",40,40,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",2011
0,"Dominica","Dominica",3,3,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",2012
0,"Dominica","Dominica",197,197,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",2013
0,"Dominica","Dominica",184,184,0,"DO","DM","DMA",212,0,447,"DOM","AMR","LAC","NLC","CAR","NLC","DOM","Final","DMA",2014
0,"Dominican Republic","República Dominicana",54,54,0,"DR","DO","DOM",214,0,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",1980
0,"Dominican Republic","República Dominicana",619,619,0,"DR","DO","DOM",214,0,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",1981
0,"Dominican Republic","República Dominicana",435,435,0,"DR","DO","DOM",214,0,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",1982
0,"Dominican Republic","República Dominicana",538,538,0,"DR","DO","DOM",214,0,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",1983
0,"Dominican Republic","República Dominicana",260,260,0,"DR","DO","DOM",214,0,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",1984
0,"Dominican Republic","República Dominicana",92,92,0,"DR","DO","DOM",214,0,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",1985
0,"Dominican Republic","República Dominicana",6,6,0,"DR","DO","DOM",214,0,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",1986
0,"Dominican Republic","República Dominicana",20,20,0,"DR","DO","DOM",214,0,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",1987
1.25,"Dominican Republic","República Dominicana",160,156,4,"DR","DO","DOM",214,2,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",1988
0,"Dominican Republic","República Dominicana",7,7,0,"DR","DO","DOM",214,0,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",1989
0,"Dominican Republic","República Dominicana",39,37,2,"DR","DO","DOM",214,0,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",1990
0,"Dominican Republic","República Dominicana",24,17,7,"DR","DO","DOM",214,0,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",1991
0,"Dominican Republic","República Dominicana",107,107,0,"DR","DO","DOM",214,0,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",1992
NA,"Dominican Republic","República Dominicana",0,0,0,"DR","DO","DOM",214,0,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",1993
NA,"Dominican Republic","República Dominicana",0,0,0,"DR","DO","DOM",214,0,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",1994
0.947867299,"Dominican Republic","República Dominicana",211,173,38,"DR","DO","DOM",214,2,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",1995
2.777777778,"Dominican Republic","República Dominicana",72,55,17,"DR","DO","DOM",214,2,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",1996
1.171875,"Dominican Republic","República Dominicana",512,416,96,"DR","DO","DOM",214,6,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",1997
0.348068221,"Dominican Republic","República Dominicana",2873,2697,176,"DR","DO","DOM",214,10,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",1998
1.416430595,"Dominican Republic","República Dominicana",1059,1030,29,"DR","DO","DOM",214,15,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",1999
0.17626322,"Dominican Republic","República Dominicana",3404,3346,58,"DR","DO","DOM",214,6,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",2000
0,"Dominican Republic","República Dominicana",3588,3584,4,"DR","DO","DOM",214,0,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",2001
0.449005773,"Dominican Republic","República Dominicana",3118,3042,76,"DR","DO","DOM",214,14,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",2002
1.268820842,"Dominican Republic","República Dominicana",5911,5659,252,"DR","DO","DOM",214,75,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",2003
0.555555556,"Dominican Republic","República Dominicana",2340,2204,136,"DR","DO","DOM",214,13,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",2004
0.648414986,"Dominican Republic","República Dominicana",2776,2692,84,"DR","DO","DOM",214,18,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",2005
0.89633012,"Dominican Republic","República Dominicana",5913,5683,230,"DR","DO","DOM",214,53,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",2006
0.499840476,"Dominican Republic","República Dominicana",9403,9178,225,"DR","DO","DOM",214,47,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",2007
0.915662651,"Dominican Republic","República Dominicana",4150,3967,183,"DR","DO","DOM",214,38,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",2008
0.712621625,"Dominican Republic","República Dominicana",7297,6302,995,"DR","DO","DOM",214,52,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",2009
0.443037975,"Dominican Republic","República Dominicana",11060,9950,1110,"DR","DO","DOM",214,49,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",2010
0.089605735,"Dominican Republic","República Dominicana",2232,2122,110,"DR","DO","DOM",214,2,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",2011
0.76475657,"Dominican Republic","República Dominicana",9284,9144,140,"DR","DO","DOM",214,71,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",2012
0.672604981,"Dominican Republic","República Dominicana",16503,16085,418,"DR","DO","DOM",214,111,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",2013
1.023271167,"Dominican Republic","República Dominicana",6059,5963,96,"DR","DO","DOM",214,62,448,"DOR","AMR","LAC","LCR","LAM","LCR","DOR","Final","DOM",2014
NA,"Ecuador","Ecuador",0,0,0,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",1980
NA,"Ecuador","Ecuador",0,0,0,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",1981
NA,"Ecuador","Ecuador",0,0,0,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",1982
NA,"Ecuador","Ecuador",0,0,0,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",1983
NA,"Ecuador","Ecuador",0,0,0,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",1984
NA,"Ecuador","Ecuador",0,0,0,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",1985
NA,"Ecuador","Ecuador",0,0,0,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",1986
NA,"Ecuador","Ecuador",0,0,0,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",1987
0,"Ecuador","Ecuador",420025,420025,0,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",1988
0,"Ecuador","Ecuador",19,19,0,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",1989
0,"Ecuador","Ecuador",302,302,0,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",1990
0,"Ecuador","Ecuador",94,94,0,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",1991
0,"Ecuador","Ecuador",137,137,0,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",1992
0,"Ecuador","Ecuador",9015,9015,0,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",1993
0,"Ecuador","Ecuador",8145,8145,0,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",1994
0,"Ecuador","Ecuador",6607,6607,0,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",1995
0,"Ecuador","Ecuador",5189,5189,0,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",1996
0,"Ecuador","Ecuador",3871,3871,0,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",1997
0,"Ecuador","Ecuador",4606,4606,0,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",1998
0,"Ecuador","Ecuador",2901,2901,0,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",1999
0.004360338,"Ecuador","Ecuador",22934,22931,3,"EC","EC","ECU",218,1,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",2000
0,"Ecuador","Ecuador",10864,10809,55,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",2001
0,"Ecuador","Ecuador",5675,5517,158,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",2002
0.050489751,"Ecuador","Ecuador",9903,9487,416,"EC","EC","ECU",218,5,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",2003
0.032781511,"Ecuador","Ecuador",6101,6037,64,"EC","EC","ECU",218,2,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",2004
0.118674239,"Ecuador","Ecuador",11797,11463,334,"EC","EC","ECU",218,14,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",2005
0.102197241,"Ecuador","Ecuador",5871,5698,173,"EC","EC","ECU",218,6,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",2006
0.048766215,"Ecuador","Ecuador",10253,9919,334,"EC","EC","ECU",218,5,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",2007
0,"Ecuador","Ecuador",1879,1864,15,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",2008
0.022727273,"Ecuador","Ecuador",4400,4311,89,"EC","EC","ECU",218,1,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",2009
0,"Ecuador","Ecuador",17516,17209,307,"EC","EC","ECU",218,0,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",2010
0.105722215,"Ecuador","Ecuador",7567,7475,92,"EC","EC","ECU",218,8,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",2011
0.118758713,"Ecuador","Ecuador",19367,19077,290,"EC","EC","ECU",218,23,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",2012
0.094323444,"Ecuador","Ecuador",11662,11602,60,"EC","EC","ECU",218,11,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",2013
0.077690017,"Ecuador","Ecuador",15446,15381,65,"EC","EC","ECU",218,12,451,"ECU","AMR","LAC","SAR","LAM","ANR","ECU","Final","ECU",2014
0,"El Salvador","El Salvador",2060,2060,0,"ES","SV","SLV",222,0,453,"ELS","AMR","LAC","CAI","LAM","CAI","ELS","Final","SLV",1980
0,"El Salvador","El Salvador",5185,5185,0,"ES","SV","SLV",222,0,453,"ELS","AMR","LAC","CAI","LAM","CAI","ELS","Final","SLV",1981
0,"El Salvador","El Salvador",5166,5166,0,"ES","SV","SLV",222,0,453,"ELS","AMR","LAC","CAI","LAM","CAI","ELS","Final","SLV",1982
0,"El Salvador","El Salvador",3814,3814,0,"ES","SV","SLV",222,0,453,"ELS","AMR","LAC","CAI","LAM","CAI","ELS","Final","SLV",1983
0,"El Salvador","El Salvador",560,560,0,"ES","SV","SLV",222,0,453,"ELS","AMR","LAC","CAI","LAM","CAI","ELS","Final","SLV",1984
0,"El Salvador","El Salvador",425,425,0,"ES","SV","SLV",222,0,453,"ELS","AMR","LAC","CAI","LAM","CAI","ELS","Final","SLV",1985
0,"El Salvador","El Salvador",916,916,0,"ES","SV","SLV",222,0,453,"ELS","AMR","LAC","CAI","LAM","CAI","ELS","Final","SLV",1986
0.105782793,"El Salvador","El Salvador",2836,2757,79,"ES","SV","SLV",222,3,453,"ELS","AMR","LAC","CAI","LAM","CAI","ELS","Final","SLV",1987
0.223964166,"El Salvador","El Salvador",1786,1712,74,"ES","SV","SLV",222,4,453,"ELS","AMR","LAC","CAI","LAM","CAI","ELS","Final","SLV",1988
