"ÁREA DE PLANEJAMENTO 3.2"," 551 903","  1","  3","  4","  22","  38","  43","  29","  22","  45","  46","  33","  65","  69","  69","  55","  102","  128","  164","  162","  126","  74","  93","  91","  64","  77","  62","  45","  18","  19","  12","  19","  7","  13","  10","  15","  6","  13","  10","  9","  15","  10","  14","  8","  6","  6","  10","  15","  13","  17","  24","  44","  134"," 2 199"
"XII INHAUMA"," 128 576","  0","  2","  0","  6","  7","  3","  4","  5","  7","  5","  3","  13","  10","  18","  21","  57","  64","  69","  78","  54","  38","  41","  46","  28","  39","  30","  15","  6","  10","  11","  5","  1","  8","  3","  3","  4","  2","  6","  2","  2","  5","  10","  5","  1","  1","  5","  12","  1","  7","  11","  17","  39","  840"
"HIGIENÓPOLIS"," 16 037","0","1","0","1","0","0","1","1","0","0","0","3","2","4","2","8","12","12","7","4","4","3","10","2","2","4","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","2","0","3","4","  97"
"MARIA DA GRACA"," 7 851","0","0","0","0","1","1","0","0","0","1","0","0","1","1","0","2","0","2","3","6","2","2","1","1","2","1","1","0","1","1","0","0","0","0","0","0","0","0","1","0","0","3","0","0","1","0","2","0","3","1","0","4","  45"
"DEL CASTILHO"," 12 191","0","0","0","0","1","1","0","0","0","0","0","2","1","2","2","3","6","7","4","2","2","0","5","4","3","2","2","2","1","0","1","0","1","0","0","0","1","0","0","0","1","1","1","0","0","0","5","1","0","1","1","2","  68"
"INHAÚMA"," 42 792","0","0","0","3","3","0","1","1","6","1","1","3","0","5","8","19","16","20","26","28","11","12","10","11","9","6","2","1","2","9","2","0","5","2","1","3","1","1","0","2","3","4","1","1","0","1","4","0","0","1","4","6","  256"
"ENGENHO DA RAINHA"," 27 521","0","1","0","2","1","1","1","3","0","2","1","2","3","4","5","13","19","20","29","12","16","19","15","8","20","13","9","3","4","1","2","1","0","1","2","1","0","5","0","0","0","1","2","0","0","0","0","0","1","2","5","9","  259"
"TOMAS COELHO"," 22 183","0","0","0","0","1","0","1","0","1","1","1","3","3","2","4","12","11","8","9","2","3","5","5","2","3","4","1","0","2","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","3","0","0","1","6","4","14","  115"
"XIII MÉIER"," 389 673","1","1","3","16","28","39","25","16","37","41","29","51","57","51","34","41","61","90","73","67","34","49","40","30","32","28","27","11","7","1","13","6","5","7","11","2","9","3","7","10","4","3","2","5","5","5","3","12","8","13","26","93"," 1 272"
"SÃO FRANCISCO XAVIER"," 7 814","0","0","0","0","0","0","2","1","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","  10"
"ROCHA"," 9 356","0","0","0","0","0","1","0","0","0","0","0","0","0","3","0","0","1","2","0","0","3","1","0","2","2","2","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","3","  25"
"RIACHUELO"," 12 360","0","0","0","1","0","1","0","0","1","1","0","0","1","2","2","1","6","3","1","1","1","0","1","1","0","1","0","1","0","0","2","0","1","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","3","2","  40"
"SAMPAIO"," 9 506","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","3","1","1","0","3","0","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","2","1","0","0","0","0","0","0","1","0","0","4","1","1","  24"
"ENGENHO NOVO"," 42 751","0","0","1","0","5","6","2","1","0","0","1","3","4","4","4","2","6","11","5","6","2","8","7","4","9","6","10","0","3","0","1","2","0","1","1","1","4","1","1","2","1","0","1","0","0","0","1","0","3","1","4","12","  147"
"JACARÉ"," 7 056","  0","  0","  0","  0","  3","  0","  0","  1","  0","  0","  0","  0","  0","  0","  3","  1","  0","  2","  1","  4","  1","  3","  1","  1","  0","  4","  1","  0","  0","  0","  1","  1","  1","  2","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  1","  0","  34"
"LINS DE VASCONCELOS"," 34 679","0","0","1","1","1","2","1","0","1","3","0","3","2","2","3","1","5","6","7","6","4","3","4","1","4","1","0","1","0","0","0","1","1","1","1","0","1","0","1","0","0","1","1","0","0","0","0","2","2","1","4","7","  87"
"MÉIER"," 49 777","0","1","1","3","9","10","7","6","11","11","7","21","16","15","9","9","10","23","15","13","10","6","2","3","3","2","1","3","0","0","2","0","0","0","2","1","0","0","0","1","0","1","0","1","1","0","1","3","0","1","4","15","  260"
"TODOS OS SANTOS"," 22 983","0","0","0","0","1","2","1","0","1","2","2","1","2","0","1","4","3","3","3","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","3","  34"
"CACHAMBI"," 40 884","0","0","0","0","0","6","3","1","7","9","3","1","2","7","4","4","9","4","5","3","2","6","5","3","2","0","2","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","1","1","7","  101"
"ENGENHO DE DENTRO"," 46 460","0","0","0","3","2","6","1","1","7","5","5","10","11","5","1","5","4","3","7","4","1","4","3","2","0","6","3","1","0","0","1","1","0","1","1","0","1","0","0","0","2","0","0","0","0","0","0","0","1","1","0","14","  123"
"ÁGUA SANTA"," 6 506","0","0","0","1","0","0","1","0","1","1","1","2","6","2","0","0","1","0","1","1","2","1","0","2","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","  30"
"ENCANTADO"," 14 328","1","0","0","0","1","1","1","0","1","4","1","1","4","3","1","2","0","1","5","5","2","3","2","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","0","  45"
"PIEDADE"," 43 999","0","0","0","3","6","2","1","1","2","3","6","7","7","5","1","4","13","14","7","10","2","3","4","6","4","1","5","0","2","0","1","1","0","0","2","0","1","1","0","1","1","0","0","1","4","2","0","2","0","0","1","12","  149"
"ABOLIÇÃO"," 12 346","0","0","0","1","0","0","4","1","2","1","1","1","0","0","1","1","1","0","3","4","3","1","4","1","0","2","2","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","3","0","0","4","5","  49"
"PILARES"," 28 868","0","0","0","3","0","2","0","2","2","1","2","1","2","2","4","6","2","15","12","9","1","6","6","3","3","2","2","3","2","0","2","0","0","1","0","0","0","0","1","4","0","0","0","1","0","1","0","0","0","1","2","8","  114"
"XXVIII JACAREZINHO"," 33 655","  0","  0","  1","  0","  3","  1","  0","  1","  1","  0","  1","  1","  2","  0","  0","  4","  3","  5","  11","  5","  2","  3","  5","  6","  6","  4","  3","  1","  2","  0","  1","  0","  0","  0","  1","  0","  2","  1","  0","  3","  1","  1","  1","  0","  0","  0","  0","  0","  2","  0","  1","  2","  87"
"JACAREZINHO"," 33 655","  0","  0","  1","  0","  3","  1","  0","  1","  1","  0","  1","  1","  2","  0","  0","  4","  3","  5","  11","  5","  2","  3","  5","  6","  6","  4","  3","  1","  2","  0","  1","  0","  0","  0","  1","  0","  2","  1","  0","  3","  1","  1","  1","  0","  0","  0","  0","  0","  2","  0","  1","  2","  87"
"ÁREA DE PLANEJAMENTO 3.3"," 973 761","  5","  6","  18","  37","  56","  72","  41","  39","  60","  69","  74","  103","  127","  181","  199","  280","  404","  482","  385","  280","  210","  203","  218","  158","  133","  84","  72","  65","  39","  22","  18","  22","  11","  10","  16","  9","  16","  10","  16","  24","  18","  26","  20","  18","  29","  25","  30","  57","  79","  117","  137","  279"," 5 109"
"XIV IRAJÁ"," 202 286","  2","  1","  2","  6","  5","  9","  7","  8","  15","  18","  16","  23","  43","  55","  42","  53","  115","  132","  111","  90","  61","  57","  63","  41","  35","  30","  18","  19","  7","  6","  7","  5","  2","  3","  4","  3","  3","  2","  3","  9","  4","  5","  3","  3","  2","  4","  6","  4","  19","  32","  28","  74"," 1 315"
"VILA KOSMOS"," 18 562","0","0","0","0","0","1","0","0","4","2","1","2","2","3","0","2","1","3","4","4","0","2","1","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","2","3","  45"
"VICENTE DE CARVALHO"," 22 848","0","0","2","0","0","1","0","1","0","0","0","1","7","1","6","6","15","11","9","3","5","4","5","3","6","7","2","4","2","3","1","2","1","0","2","0","0","0","0","0","1","1","1","1","0","0","0","1","3","7","1","6","  132"
"VILA DA PENHA"," 23 741","1","1","0","1","1","0","1","2","1","5","7","10","11","12","12","13","27","31","27","19","13","7","13","11","4","2","5","2","4","1","3","2","0","0","0","1","0","1","0","2","0","1","1","0","1","0","0","2","3","7","6","17","  291"
"VISTA ALEGRE"," 8 224","0","0","0","0","2","0","2","1","1","2","2","2","10","8","8","10","20","20","18","12","13","11","10","3","5","2","2","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","3","7","  181"
"IRAJÁ"," 103 265","0","0","0","5","2","5","4","3","8","5","5","7","13","29","14","19","48","57","51","50","26","24","27","20","15","15","8","9","1","2","2","1","1","2","2","2","3","1","3","6","3","3","1","2","0","3","5","1","9","12","14","37","  585"
"COLÉGIO"," 25 645","1","0","0","0","0","2","0","1","1","4","1","1","0","2","2","3","4","10","2","2","4","9","7","3","3","2","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","3","2","4","  81"
"XV MADUREIRA"," 381 138","  2","  2","  6","  14","  24","  32","  11","  13","  25","  25","  33","  41","  47","  67","  81","  127","  172","  210","  153","  100","  87","  95","  84","  69","  50","  28","  38","  27","  20","  9","  6","  12","  7","  5","  5","  4","  11","  4","  8","  7","  5","  9","  8","  3","  13","  5","  12","  25","  31","  46","  53","  128"," 2 099"
"CAMPINHO"," 9 587","1","0","0","0","0","1","1","2","1","0","1","3","2","3","8","5","7","11","8","4","6","6","8","1","4","2","3","0","2","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","3","4","1","7","  108"
"QUINTINO BOCAIUVA"," 36 555","0","2","0","0","1","0","0","2","3","1","1","2","2","3","5","7","6","15","10","6","6","3","9","7","1","1","4","3","0","1","0","1","2","1","0","1","0","0","1","0","0","1","2","0","2","0","2","1","1","2","1","2","  121"
"CAVALCANTI"," 16 952","0","0","1","1","1","6","1","0","3","0","3","2","1","1","3","3","6","8","5","6","2","4","4","0","1","1","3","0","0","0","0","0","0","2","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","3","  75"
"ENGENHEIRO LEAL"," 6 654","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","1","3","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","  13"
"CASCADURA"," 33 842","0","0","0","0","1","5","0","2","3","2","4","7","6","6","4","14","19","22","11","12","5","7","8","9","5","3","1","4","1","3","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","3","2","3","9","  183"
"MADUREIRA"," 52 093","0","0","0","2","6","6","3","1","4","1","4","5","8","19","15","29","50","48","43","33","25","31","22","19","18","9","13","8","7","3","4","1","1","0","1","1","2","0","2","1","0","1","1","1","5","1","2","4","4","9","8","28","  509"
"VAZ LOBO"," 10 885","0","0","1","0","1","2","0","0","1","1","3","2","1","4","5","4","12","15","13","4","5","7","7","4","1","4","4","2","1","2","0","2","0","0","0","1","1","0","0","1","1","0","1","0","1","0","0","0","0","3","2","5","  124"
"TURIAÇU"," 16 459","0","0","3","1","0","2","0","0","0","0","1","1","1","3","1","3","3","1","3","1","3","1","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","  34"
"ROCHA MIRANDA"," 42 677","0","0","0","4","5","1","2","1","2","1","3","5","7","8","13","15","14","25","10","13","8","6","3","5","1","1","3","1","3","0","0","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","1","2","2","4","1","3","  177"
"HONÓRIO GURGEL"," 21 491","0","0","0","1","1","1","1","0","1","0","1","2","4","2","3","6","7","8","6","3","6","2","3","2","3","1","0","2","0","0","0","0","0","0","0","1","0","1","1","0","1","1","0","0","0","0","2","1","2","4","6","7","  93"
"OSWALDO CRUZ"," 35 985","0","0","0","1","1","1","1","0","0","5","2","9","5","6","5","10","10","24","17","2","2","9","5","9","8","4","4","2","2","0","0","0","1","0","1","0","3","0","1","1","1","0","1","1","3","2","0","2","1","5","1","16","  184"
"BENTO RIBEIRO"," 46 621","0","0","1","1","1","2","0","2","0","4","3","2","3","3","10","14","19","18","14","9","12","13","7","9","5","1","2","3","3","0","1","4","1","1","1","0","1","1","1","1","1","3","1","1","1","2","0","6","4","5","10","21","  228"
"MARECHAL HERMES"," 51 335","1","0","0","3","6","3","1","2","7","10","7","1","7","9","9","16","16","13","13","7","6","6","5","4","3","0","1","2","1","0","1","4","0","0","1","0","2","0","1","1","1","1","1","0","1","0","5","8","11","7","20","26","  250"
"XXII ANCHIETA"," 168 291","  1","  1","  3","  10","  21","  20","  12","  10","  15","  17","  16","  22","  16","  28","  44","  56","  55","  64","  50","  36","  32","  25","  29","  23","  22","  11","  9","  14","  7","  3","  4","  3","  1","  1","  4","  1","  2","  4","  3","  5","  8","  11","  9","  9","  12","  12","  9","  21","  22","  25","  45","  51","  934"
"GUADALUPE"," 48 778","0","1","1","8","8","8","5","2","7","6","7","7","9","10","13","27","23","27","18","14","11","14","12","8","7","5","4","7","3","2","3","1","0","1","2","1","2","4","2","2","5","6","8","7","8","5","5","13","8","14","20","22","  413"
"ANCHIETA"," 60 323","0","0","1","1","12","9","7","4","4","6","6","13","6","11","19","18","22","30","16","15","16","7","11","13","10","5","4","6","4","1","0","2","0","0","1","0","0","0","1","2","3","3","0","1","2","4","2","4","10","6","22","20","  360"
"PARQUE ANCHIETA"," 29 079","1","0","0","0","0","0","0","0","2","2","1","1","0","2","5","5","4","3","8","5","1","0","3","2","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","2","0","2","0","1","  55"
"RICARDO DE ALBUQUERQUE"," 30 111","0","0","1","1","1","3","0","4","2","3","2","1","1","5","7","6","6","4","8","2","4","4","3","0","4","1","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","1","1","2","2","2","2","4","3","3","8","  106"
"XXV PAVUNA"," 222 046","  0","  2","  7","  7","  6","  11","  11","  8","  5","  9","  9","  17","  21","  31","  32","  44","  62","  76","  71","  54","  30","  26","  42","  25","  26","  15","  7","  5","  5","  4","  1","  2","  1","  1","  3","  1","  0","  0","  2","  3","  1","  1","  0","  3","  2","  4","  3","  7","  7","  14","  11","  26","  761"
"COELHO NETO"," 30 325","0","0","7","3","1","3","5","2","2","2","1","3","4","4","8","6","8","14","9","7","3","4","2","2","4","4","0","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","1","2","1","3","  122"
"ACARI"," 26 869","0","0","0","1","0","3","3","1","1","1","3","3","1","3","2","7","14","7","10","9","5","5","7","1","1","3","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","4","  101"
"BARROS FILHO"," 13 688","0","0","0","0","0","0","0","2","2","1","0","1","2","3","3","6","5","10","11","6","3","4","3","7","9","2","2","1","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1","2","4","0","2","  96"
"COSTA BARROS"," 41 901","0","0","0","1","0","2","1","0","0","1","0","1","4","3","1","3","9","8","6","2","0","4","8","7","6","2","0","1","2","2","0","2","0","0","2","1","0","0","1","1","1","0","0","0","0","1","2","3","1","2","5","5","  101"
"PAVUNA"," 109 264","0","2","0","2","5","3","2","3","0","4","5","9","10","18","18","22","26","37","35","30","19","9","22","8","6","4","5","1","1","0","0","0","0","1","0","0","0","0","0","2","0","0","0","1","1","3","0","3","3","4","5","12","  341"
"PARQUE COLUMBIA"," 9 194","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"ÁREA DE PLANEJAMENTO 4"," 833 965","  5","  14","  4","  23","  34","  52","  40","  16","  22","  35","  41","  54","  104","  158","  124","  175","  231","  266","  229","  181","  162","  200","  159","  148","  142","  99","  75","  41","  29","  26","  12","  18","  12","  11","  10","  9","  12","  6","  8","  8","  6","  9","  9","  10","  8","  10","  14","  25","  36","  49","  60","  111"," 3 342"
"XVI JACAREPAGUA"," 528 236","  3","  2","  2","  12","  25","  39","  21","  10","  11","  30","  27","  34","  69","  101","  78","  117","  167","  209","  173","  134","  130","  148","  127","  100","  107","  74","  57","  31","  24","  23","  9","  13","  11","  7","  6","  7","  9","  5","  3","  6","  5","  5","  8","  8","  6","  8","  13","  19","  32","  38","  46","  97"," 2 446"
"JACAREPAGUA"," 133 264","2","0","2","1","6","10","2","0","2","4","1","6","2","17","11","8","21","28","19","14","23","12","12","11","11","6","7","5","6","1","1","1","0","0","0","0","2","1","0","0","0","0","1","0","0","1","0","3","1","1","3","11","  276"
"ANIL"," 24 143","0","0","0","1","1","0","4","1","2","3","3","0","5","6","2","12","16","17","13","13","11","12","8","8","11","2","8","3","1","3","2","2","3","3","1","2","0","0","0","0","0","1","0","2","3","1","0","0","0","1","6","5","  198"
"GARDÊNIA AZUL"," 29 292","0","0","0","0","0","1","0","0","2","1","1","0","1","2","3","2","10","5","5","7","3","4","6","4","6","2","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","  72"
"CURICICA"," 27 431","0","0","0","2","3","0","2","2","0","5","1","3","8","8","4","9","14","24","10","9","14","10","10","6","8","7","8","4","2","2","0","1","1","1","1","0","0","1","1","0","1","0","0","1","0","1","1","2","1","6","4","12","  210"
"FREGUESIA (JACAREPAGUA)"," 56 254","0","0","0","0","4","4","3","1","2","3","3","6","15","9","10","21","22","27","17","13","11","16","12","6","14","10","7","1","3","3","1","1","1","0","0","3","0","0","0","1","0","2","0","0","0","1","0","1","5","2","5","12","  278"
"PECHINCHA"," 33 294","0","0","0","2","1","1","2","0","0","2","2","6","7","8","6","11","9","5","10","9","7","13","7","6","3","8","4","1","1","1","0","0","1","0","0","1","0","0","0","0","1","0","0","1","0","0","1","1","1","3","1","4","  147"
"TAQUARA"," 95 565","1","0","0","1","3","13","5","2","3","9","9","7","12","28","20","24","25","44","38","35","29","47","37","27","23","20","9","10","5","8","3","5","2","0","4","1","2","0","1","3","1","1","3","2","2","0","5","6","8","11","12","31","  597"
"TANQUE"," 33 477","0","0","0","0","2","1","0","1","0","0","0","0","4","4","2","4","3","6","14","4","9","12","16","10","14","4","3","1","1","0","0","0","0","3","0","0","0","0","0","1","1","1","1","0","0","0","1","2","7","4","4","6","  146"
"PRAÇA SECA"," 61 770","0","2","0","2","3","4","2","2","0","2","5","4","11","14","15","12","28","38","34","23","15","18","16","14","12","11","3","4","1","1","1","1","1","0","0","0","2","1","1","0","0","0","1","1","0","3","0","2","2","2","4","3","  321"
"VILA VALQUEIRE"," 33 745","0","0","0","3","2","5","1","1","0","1","2","2","4","5","5","14","19","15","13","7","8","4","3","8","5","4","7","1","3","4","0","2","2","0","0","0","3","2","0","1","1","0","2","1","1","1","5","2","7","7","5","13","  201"
"XXXIV CIDADE DE DEUS"," 37 423","0","0","0","0","1","0","0","1","1","0","0","3","3","4","3","5","13","12","6","18","10","17","9","20","10","11","8","3","2","1","0","0","0","2","2","0","0","0","0","0","0","2","0","0","1","0","0","2","1","4","6","8","  189"
"CIDADE DE DEUS"," 37 423","0","0","0","0","1","0","0","1","1","0","0","3","3","4","3","5","13","12","6","18","10","17","9","20","10","11","8","3","2","1","0","0","0","2","2","0","0","0","0","0","0","2","0","0","1","0","0","2","1","4","6","8","  189"
"XXIV BARRA DA TIJUCA"," 268 306","  2","  12","  2","  11","  8","  13","  19","  5","  10","  5","  14","  17","  32","  53","  43","  53","  51","  45","  50","  29","  22","  35","  23","  28","  25","  14","  10","  7","  3","  2","  3","  5","  1","  2","  2","  2","  3","  1","  5","  2","  1","  2","  1","  2","  1","  2","  1","  4","  3","  7","  8","  6","  707"
"JOÁ"," 1 138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"ITANHANGA"," 37 114","0","1","0","0","0","2","1","2","5","1","5","6","17","19","14","15","10","3","10","2","2","11","5","10","3","3","0","3","1","0","1","0","0","0","0","1","2","1","3","2","1","0","0","1","0","0","0","1","0","0","2","1","  167"
"BARRA DA TIJUCA"," 119 318","2","10","2","9","4","8","5","1","3","2","6","7","8","22","18","18","26","26","29","17","10","7","7","11","9","2","3","3","1","2","1","1","1","0","0","1","1","0","2","0","0","2","1","1","1","1","0","2","0","4","2","0","  299"
"CAMORIM"," 3 027","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","1","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  9"
"VARGEM PEQUENA"," 25 586","0","0","0","0","0","0","10","0","0","0","0","0","0","1","0","2","2","4","1","1","2","2","2","3","3","1","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","  42"
"VARGEM GRANDE"," 11 552","0","0","0","1","0","0","0","0","0","0","0","1","0","2","3","2","2","1","1","1","3","2","2","2","2","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","  32"
"RECREIO DOS BANDEIRANTES"," 70 393","0","1","0","1","4","3","3","1","2","2","3","3","7","9","8","15","10","10","9","7","5","13","6","2","6","6","5","1","1","0","1","3","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","2","0","3","2","  157"
"GRUMARI","  180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  1"
"ÁREA DE PLANEJAMENTO 5.1"," 697 226","  0","  0","  1","  13","  12","  31","  24","  11","  13","  19","  25","  29","  46","  67","  100","  128","  186","  171","  151","  112","  76","  70","  53","  47","  32","  29","  18","  17","  14","  11","  2","  2","  4","  2","  7","  1","  3","  2","  3","  5","  7","  13","  4","  4","  7","  4","  9","  11","  23","  30","  22","  56"," 1 727"
"XXXIII REALENGO"," 245 342","  0","  0","  0","  7","  6","  14","  10","  7","  6","  6","  8","  12","  15","  26","  35","  47","  86","  92","  73","  56","  36","  34","  28","  24","  12","  14","  8","  9","  5","  4","  0","  0","  0","  1","  2","  0","  1","  0","  1","  4","  4","  5","  3","  4","  5","  3","  3","  5","  13","  21","  8","  27","  790"
"DEODORO"," 11 440","0","0","0","4","3","4","3","3","3","3","3","6","4","3","3","8","3","3","2","6","6","3","2","2","1","2","1","0","0","0","0","0","0","0","2","0","0","0","0","1","1","0","0","1","2","0","1","2","2","4","1","5","  103"
"VILA MILITAR"," 14 253","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  4"
"CAMPO DOS AFONSOS"," 1 505","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","  2"
"JARDIM SULACAP"," 12 595","0","0","0","0","0","2","1","0","1","2","1","1","1","2","3","5","12","10","2","8","2","1","2","6","4","2","0","3","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","1","0","2","3","1","5","  88"
"MAGALHÃES BASTOS"," 25 487","0","0","0","1","1","1","1","2","2","1","0","2","3","3","8","3","9","4","8","3","3","3","2","2","0","1","1","2","1","0","0","0","0","0","0","0","1","0","0","2","1","0","2","0","2","0","0","0","2","2","3","5","  87"
"REALENGO"," 180 063","0","0","0","2","2","7","5","2","0","0","4","3","6","18","20","31","62","75","61","38","24","27","22","14","7","9","6","4","4","4","0","0","0","1","0","0","0","0","1","0","1","4","1","3","0","2","1","3","7","11","3","11","  506"
"XVII BANGU"," 451 884","0","0","1","6","6","17","14","4","7","13","17","17","31","41","65","81","100","79","78","56","40","36","25","23","20","15","10","8","9","7","2","2","4","1","5","1","2","2","2","1","3","8","1","0","2","1","6","6","10","9","14","29","  937"
"PADRE MIGUEL"," 65 620","0","0","1","2","2","4","2","1","0","3","4","4","2","10","7","12","21","15","12","14","9","13","9","8","8","2","3","2","4","4","0","1","0","1","0","0","0","0","0","1","1","3","0","0","2","0","0","0","1","0","2","1","  191"
"BANGU"," 265 607","0","0","0","2","3","6","3","1","5","8","9","12","25","25","45","59","66","53","56","33","24","19","13","12","8","11","6","4","3","2","2","1","2","0","5","1","2","2","2","0","1","4","1","0","0","0","4","5","8","4","10","18","  585"
"SENADOR CAMARÁ"," 120 657","0","0","0","2","1","7","9","2","2","2","4","1","4","6","13","10","13","11","10","9","7","4","3","3","4","2","1","2","2","1","0","0","2","0","0","0","0","0","0","0","1","1","0","0","0","1","2","1","1","5","2","10","  161"
"ÁREA DE PLANEJAMENTO 5.2"," 718 074","  0","  1","  7","  14","  24","  29","  14","  8","  14","  28","  20","  38","  38","  85","  89","  105","  121","  152","  137","  101","  81","  87","  60","  45","  38","  29","  21","  18","  12","  5","  4","  2","  6","  4","  0","  2","  0","  0","  0","  1","  0","  3","  1","  3","  1","  5","  4","  4","  11","  9","  10","  21"," 1 512"
"XVIII CAMPO GRANDE"," 570 703","  0","  1","  6","  8","  21","  21","  12","  5","  12","  23","  16","  24","  31","  67","  49","  55","  65","  89","  84","  58","  46","  46","  33","  29","  24","  24","  17","  13","  9","  5","  3","  1","  5","  4","  0","  2","  0","  0","  0","  1","  0","  3","  1","  3","  1","  5","  4","  4","  11","  7","  10","  19","  977"
"SANTÍSSIMO"," 42 648","0","1","1","1","1","3","0","1","2","0","1","0","2","4","4","5","9","8","10","6","3","3","7","4","3","4","3","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","1","  91"
"CAMPO GRANDE"," 352 482","0","0","4","7","18","15","9","4","9","23","15","22","27","59","39","47","50","75","66","48","33","38","17","22","20","16","13","12","8","4","3","1","4","4","0","1","0","0","0","1","0","2","1","3","0","3","4","3","9","6","6","12","  783"
"SENADOR VASCONCELOS"," 31 178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","2","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","  8"
"INHOAÍBA"," 82 006","0","0","1","0","1","1","1","0","0","0","0","1","1","0","0","1","3","4","4","1","2","4","2","0","0","2","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","2","5","  40"
"COSMOS"," 76 489","0","0","0","0","1","2","2","0","1","0","0","1","1","4","6","2","2","2","3","3","6","0","7","2","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","  55"
