"ÁREA DE PLANEJAMENTO 3.2"," 551 903","  2","  7","  5","  15","  13","  24","  16","  38","  20","  36","  25","  55","  52","  38","  40","  60","  23","  17","  18","  10","  13","  8","  12","  5","  3","  7","  2","  3","  6","  4","  6","  2","  2","  4","  1","  4","  1","  5","  5","  2","  2","  8","  7","  3","  7","  2","  7","  2","  3","  6","  5","  8","  669"
"XII INHAUMA"," 128 576","  0","  1","  2","  3","  3","  10","  6","  7","  6","  5","  8","  11","  8","  7","  8","  7","  10","  6","  2","  2","  7","  0","  1","  1","  1","  0","  0","  1","  1","  2","  2","  1","  0","  0","  0","  1","  0","  0","  1","  1","  0","  0","  2","  0","  2","  0","  1","  1","  0","  0","  0","  2","  140"
"HIGIENÓPOLIS"," 16 037","0","0","0","1","1","2","2","0","1","0","2","4","2","0","1","0","0","1","1","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  21"
"MARIA DA GRACA"," 7 851","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","  7"
"DEL CASTILHO"," 12 191","0","0","1","0","0","3","3","3","2","3","6","1","4","1","3","0","3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","  37"
"INHAÚMA"," 42 792","0","1","1","2","2","1","0","1","2","1","0","5","1","3","3","5","5","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","  41"
"ENGENHO DA RAINHA"," 27 521","0","0","0","0","0","1","1","2","1","0","0","0","0","3","0","2","1","3","0","0","2","0","0","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","  22"
"TOMAS COELHO"," 22 183","0","0","0","0","0","1","0","1","0","1","0","1","1","0","1","0","1","0","0","0","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","  12"
"XIII MÉIER"," 389 673","2","6","3","12","10","14","10","31","14","31","16","44","42","30","32","51","13","11","16","8","6","8","11","4","2","7","1","1","5","1","4","1","2","4","1","3","1","5","3","1","2","8","3","3","5","2","6","1","3","5","5","5","  515"
"SÃO FRANCISCO XAVIER"," 7 814","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  3"
"ROCHA"," 9 356","0","0","0","0","0","0","0","0","2","0","0","0","0","1","4","2","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  12"
"RIACHUELO"," 12 360","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","  7"
"SAMPAIO"," 9 506","0","0","0","0","1","1","0","0","0","0","0","2","0","2","2","3","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  13"
"ENGENHO NOVO"," 42 751","0","0","0","2","2","1","1","4","1","3","2","8","7","5","3","3","4","1","1","0","1","1","0","1","2","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","1","  60"
"JACARÉ"," 7 056","  0","  0","  0","  1","  0","  0","  0","  4","  1","  0","  0","  3","  3","  0","  1","  1","  0","  1","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  1","  1","  0","  2","  1","  0","  0","  0","  0","  2","  0","  0","  0","  0","  1","  0","  0","  0","  26"
"LINS DE VASCONCELOS"," 34 679","0","0","0","0","1","0","3","3","0","2","2","2","0","1","1","6","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","2","  31"
"MÉIER"," 49 777","0","1","0","1","2","3","0","4","1","7","2","5","7","6","7","6","2","2","5","1","0","1","3","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","4","0","0","1","0","0","  77"
"TODOS OS SANTOS"," 22 983","0","2","0","1","0","0","0","0","2","1","0","1","0","2","1","1","0","0","2","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","  18"
"CACHAMBI"," 40 884","0","1","2","0","0","0","1","0","0","7","4","5","2","2","3","8","1","1","2","2","0","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","1","0","1","0","1","0","  52"
"ENGENHO DE DENTRO"," 46 460","0","0","0","0","1","4","1","6","3","2","0","4","10","4","5","7","2","2","0","1","2","0","3","0","0","1","0","1","0","1","0","1","0","2","0","0","1","1","0","0","0","2","0","0","0","0","0","0","0","2","1","0","  70"
"ÁGUA SANTA"," 6 506","0","0","0","0","0","0","0","1","0","0","0","3","0","2","1","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  11"
"ENCANTADO"," 14 328","0","1","0","4","1","3","1","3","0","1","1","3","4","0","0","4","0","1","0","0","1","0","0","0","0","1","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","  37"
"PIEDADE"," 43 999","1","0","0","3","2","0","0","3","3","6","3","3","6","3","2","3","1","0","3","2","0","2","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","1","0","1","0","0","0","0","2","0","0","  55"
"ABOLIÇÃO"," 12 346","0","0","1","0","0","0","1","0","0","2","1","2","3","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","  17"
"PILARES"," 28 868","1","1","0","0","0","1","1","3","0","0","0","2","0","1","2","2","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","3","0","0","2","1","0","0","0","0","0","0","  26"
"XXVIII JACAREZINHO"," 33 655","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  2","  1","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  1","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  1","  0","  1","  14"
"JACAREZINHO"," 33 655","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  2","  1","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  1","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  1","  0","  1","  14"
"ÁREA DE PLANEJAMENTO 3.3"," 973 761","  1","  8","  20","  29","  24","  24","  32","  30","  25","  36","  32","  60","  51","  36","  40","  38","  25","  20","  15","  17","  10","  6","  7","  6","  11","  5","  5","  1","  3","  2","  1","  1","  2","  3","  0","  1","  3","  0","  0","  6","  2","  3","  2","  3","  2","  6","  3","  2","  3","  3","  2","  6","  673"
"XIV IRAJÁ"," 202 286","  0","  2","  3","  3","  6","  4","  5","  2","  0","  6","  5","  5","  8","  6","  8","  8","  4","  4","  1","  0","  1","  0","  0","  3","  1","  1","  2","  0","  0","  0","  0","  0","  1","  1","  0","  1","  1","  0","  0","  1","  0","  0","  0","  1","  0","  2","  0","  0","  0","  0","  0","  0","  96"
"VILA KOSMOS"," 18 562","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","  6"
"VICENTE DE CARVALHO"," 22 848","0","0","0","0","1","0","1","1","0","4","0","1","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","  13"
"VILA DA PENHA"," 23 741","0","0","1","1","2","0","1","0","0","1","1","0","0","1","2","1","0","2","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  19"
"VISTA ALEGRE"," 8 224","0","1","0","0","0","0","1","1","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  8"
"IRAJÁ"," 103 265","0","0","2","1","2","3","2","0","0","1","2","2","5","2","1","2","3","1","0","0","0","0","0","1","0","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","  36"
"COLÉGIO"," 25 645","0","1","0","1","0","1","0","0","0","0","2","1","2","3","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  14"
"XV MADUREIRA"," 381 138","  1","  4","  12","  11","  9","  11","  18","  16","  16","  15","  11","  29","  20","  16","  19","  22","  14","  8","  6","  9","  3","  3","  6","  2","  9","  0","  1","  1","  2","  2","  0","  0","  0","  2","  0","  0","  2","  0","  0","  4","  0","  3","  1","  1","  1","  3","  2","  0","  1","  1","  1","  2","  320"
"CAMPINHO"," 9 587","0","1","0","3","2","1","2","1","1","4","3","4","1","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  26"
"QUINTINO BOCAIUVA"," 36 555","0","0","2","0","0","1","3","2","2","3","0","2","2","0","2","3","0","0","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  26"
"CAVALCANTI"," 16 952","0","0","1","1","0","0","0","1","2","0","0","1","0","0","0","4","1","1","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","  17"
"ENGENHEIRO LEAL"," 6 654","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"CASCADURA"," 33 842","0","0","2","0","1","3","3","3","0","3","1","4","2","5","2","4","3","0","2","2","1","0","1","2","3","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","2","  53"
"MADUREIRA"," 52 093","1","1","3","1","1","2","2","3","4","2","1","3","3","2","5","2","2","4","0","3","0","1","1","0","2","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","  54"
"VAZ LOBO"," 10 885","0","0","1","1","0","0","0","0","0","0","0","3","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","  9"
"TURIAÇU"," 16 459","0","0","0","2","0","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","  8"
"ROCHA MIRANDA"," 42 677","0","0","0","0","1","1","1","2","2","0","1","1","4","1","2","0","0","0","0","0","1","0","1","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","  22"
"HONÓRIO GURGEL"," 21 491","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  4"
"OSWALDO CRUZ"," 35 985","0","0","0","1","1","0","1","2","1","0","1","3","2","4","2","1","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","  25"
"BENTO RIBEIRO"," 46 621","0","2","2","0","3","2","1","0","0","0","0","2","4","1","0","4","3","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","  30"
"MARECHAL HERMES"," 51 335","0","0","1","1","0","1","4","1","3","3","3","5","2","3","3","1","4","1","2","2","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","1","0","1","0","0","0","0","0","0","  46"
"XXII ANCHIETA"," 168 291","  0","  1","  2","  7","  5","  4","  2","  7","  5","  13","  14","  12","  13","  11","  7","  5","  4","  6","  6","  4","  4","  1","  1","  1","  1","  4","  1","  0","  0","  0","  1","  0","  1","  0","  0","  0","  0","  0","  0","  1","  1","  0","  0","  1","  1","  1","  1","  1","  0","  1","  0","  3","  154"
"GUADALUPE"," 48 778","0","1","2","5","3","3","2","5","3","9","8","8","5","6","2","1","0","6","4","1","2","0","0","1","1","4","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","0","2","  90"
"ANCHIETA"," 60 323","0","0","0","1","1","1","0","1","1","4","3","2","6","4","5","3","1","0","1","3","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","1","  43"
"PARQUE ANCHIETA"," 29 079","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  2"
"RICARDO DE ALBUQUERQUE"," 30 111","0","0","0","0","1","0","0","1","1","0","3","2","1","1","0","1","3","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","  19"
"XXV PAVUNA"," 222 046","  0","  1","  3","  8","  4","  5","  7","  5","  4","  2","  2","  14","  10","  3","  6","  3","  3","  2","  2","  4","  2","  2","  0","  0","  0","  0","  1","  0","  1","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  1","  0","  0","  0","  0","  1","  2","  1","  1","  1","  103"
"COELHO NETO"," 30 325","0","0","1","0","0","0","0","1","0","0","0","2","1","1","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  10"
"ACARI"," 26 869","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","  11"
"BARROS FILHO"," 13 688","0","0","0","0","0","0","0","2","0","0","0","4","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","  10"
"COSTA BARROS"," 41 901","0","0","0","2","0","1","2","2","3","0","0","1","1","0","3","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","  23"
"PAVUNA"," 109 264","0","1","2","5","3","4","4","0","1","2","2","6","8","1","2","0","1","0","1","2","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","  49"
"PARQUE COLUMBIA"," 9 194","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"ÁREA DE PLANEJAMENTO 4"," 833 965","  110","  139","  240","  370","  455","  485","  454","  351","  468","  498","  479","  463","  473","  453","  256","  209","  173","  143","  131","  133","  49","  46","  25","  26","  33","  34","  13","  11","  9","  2","  26","  3","  13","  8","  7","  3","  2","  5","  8","  5","  2","  4","  3","  1","  7","  6","  5","  10","  23","  35","  30","  45"," 6 982"
"XVI JACAREPAGUA"," 528 236","  64","  76","  143","  234","  285","  337","  319","  251","  311","  343","  358","  344","  365","  349","  177","  150","  127","  106","  92","  98","  35","  36","  18","  19","  29","  29","  11","  9","  6","  1","  23","  3","  9","  6","  4","  0","  2","  4","  6","  4","  2","  1","  3","  1","  5","  6","  3","  7","  17","  29","  23","  38"," 4 918"
"JACAREPAGUA"," 133 264","13","9","33","47","72","60","62","54","46","65","77","56","71","43","29","23","25","15","16","7","5","8","2","8","12","10","6","3","1","0","3","0","3","2","3","0","0","0","1","2","0","0","1","0","1","0","1","1","1","3","6","9","  915"
"ANIL"," 24 143","4","8","14","24","21","39","39","43","36","35","17","21","22","20","14","8","5","7","6","8","1","1","0","0","0","4","0","0","1","0","1","0","2","0","0","0","1","0","0","0","2","0","0","0","1","1","0","1","2","9","5","11","  434"
"GARDÊNIA AZUL"," 29 292","2","4","3","6","14","20","15","10","14","23","19","10","27","28","12","14","8","5","4","12","2","5","2","2","1","0","1","1","0","0","3","0","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","2","0","1","3","2","  279"
"CURICICA"," 27 431","25","29","41","68","71","72","78","46","60","70","62","57","54","50","28","16","22","12","3","15","7","6","3","3","2","1","0","1","1","0","5","1","1","0","0","0","0","0","3","0","0","0","0","0","1","1","1","0","5","2","2","3","  928"
"FREGUESIA (JACAREPAGUA)"," 56 254","3","3","12","15","20","19","12","5","15","13","17","18","14","18","15","6","11","7","11","7","2","2","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","3","5","1","5","  267"
"PECHINCHA"," 33 294","2","2","6","2","6","18","12","9","19","12","7","21","18","20","12","9","7","7","6","9","1","4","2","0","1","4","0","0","2","0","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","2","0","  226"
"TAQUARA"," 95 565","9","12","23","37","51","59","69","58","75","85","95","95","103","116","44","47","38","33","34","31","11","9","5","4","7","3","3","3","0","0","5","0","2","3","1","0","0","1","0","1","0","1","0","0","1","3","1","2","3","2","0","3"," 1 188"
"TANQUE"," 33 477","1","4","2","11","10","14","7","7","17","18","30","29","22","21","10","10","4","4","4","1","2","0","1","1","3","2","0","0","0","1","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","2","2","3","  249"
"PRAÇA SECA"," 61 770","5","5","8","22","19","31","22","14","25","22","28","35","30","28","9","14","6","16","7","8","2","1","1","1","2","5","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","3","2","2","  378"
"VILA VALQUEIRE"," 33 745","0","0","1","2","1","5","3","5","4","0","6","2","4","5","4","3","1","0","1","0","2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","  54"
"XXXIV CIDADE DE DEUS"," 37 423","13","8","25","44","59","49","46","33","41","44","42","38","27","28","19","11","11","9","7","10","3","1","1","3","2","3","0","1","1","0","3","0","4","0","0","2","0","0","0","0","0","0","0","0","1","0","0","1","1","0","2","1","  594"
"CIDADE DE DEUS"," 37 423","13","8","25","44","59","49","46","33","41","44","42","38","27","28","19","11","11","9","7","10","3","1","1","3","2","3","0","1","1","0","3","0","4","0","0","2","0","0","0","0","0","0","0","0","1","0","0","1","1","0","2","1","  594"
"XXIV BARRA DA TIJUCA"," 268 306","  33","  55","  72","  92","  111","  99","  89","  67","  116","  111","  79","  81","  81","  76","  60","  48","  35","  28","  32","  25","  11","  9","  6","  4","  2","  2","  2","  1","  2","  1","  0","  0","  0","  2","  3","  1","  0","  1","  2","  1","  0","  3","  0","  0","  1","  0","  2","  2","  5","  6","  5","  6"," 1 470"
"JOÁ"," 1 138","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  3"
"ITANHANGA"," 37 114","1","5","9","2","3","5","7","3","7","13","10","7","5","12","5","4","5","3","0","2","2","0","2","1","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","3","  122"
"BARRA DA TIJUCA"," 119 318","8","6","6","16","17","23","21","17","21","13","14","15","13","16","16","17","7","9","14","3","2","3","2","2","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","2","0","0","1","0","1","1","2","2","5","0","  300"
"CAMORIM"," 3 027","3","2","7","8","13","12","7","7","15","13","9","13","10","8","3","4","5","1","0","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","  145"
"VARGEM PEQUENA"," 25 586","18","32","31","48","44","26","27","14","9","20","7","11","11","5","6","1","1","3","2","1","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","  324"
"VARGEM GRANDE"," 11 552","1","3","9","9","17","11","9","7","22","22","13","19","23","19","17","15","9","7","10","10","2","3","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","  260"
"RECREIO DOS BANDEIRANTES"," 70 393","2","7","10","9","17","22","18","19","41","30","25","16","18","16","13","7","8","5","6","8","2","1","1","0","1","1","0","1","2","1","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","3","0","2","  316"
"GRUMARI","  180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"ÁREA DE PLANEJAMENTO 5.1"," 697 226","  4","  7","  12","  23","  17","  39","  25","  28","  26","  34","  24","  21","  27","  27","  18","  13","  8","  11","  11","  5","  3","  7","  2","  2","  3","  5","  2","  4","  3","  1","  1","  1","  0","  0","  0","  1","  0","  0","  0","  2","  0","  2","  1","  2","  1","  4","  2","  6","  2","  1","  1","  4","  443"
"XXXIII REALENGO"," 245 342","  2","  2","  3","  4","  2","  13","  4","  8","  11","  11","  9","  8","  6","  10","  6","  1","  5","  4","  3","  1","  1","  1","  1","  0","  1","  3","  1","  0","  1","  1","  1","  1","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  1","  1","  0","  2","  2","  1","  0","  0","  0","  1","  135"
"DEODORO"," 11 440","0","0","0","0","0","0","1","1","1","1","0","1","2","3","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","  15"
"VILA MILITAR"," 14 253","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  1"
"CAMPO DOS AFONSOS"," 1 505","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  1"
"JARDIM SULACAP"," 12 595","0","0","0","0","0","1","0","1","1","2","4","3","0","0","1","0","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","  18"
"MAGALHÃES BASTOS"," 25 487","0","1","1","1","0","1","1","2","1","2","1","0","1","1","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","  18"
"REALENGO"," 180 063","2","1","2","3","2","10","2","4","8","6","3","4","3","6","4","0","2","2","2","0","1","1","1","0","1","2","1","0","1","1","1","0","0","0","0","0","0","0","0","2","0","0","1","1","0","1","1","0","0","0","0","0","  82"
"XVII BANGU"," 451 884","2","5","9","19","15","26","21","20","15","23","15","13","21","17","12","12","3","7","8","4","2","6","1","2","2","2","1","4","2","0","0","0","0","0","0","1","0","0","0","0","0","2","0","1","1","2","0","5","2","1","1","3","  308"
"PADRE MIGUEL"," 65 620","0","0","0","1","2","7","2","5","0","1","3","2","5","4","0","0","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","  39"
"BANGU"," 265 607","1","3","6","13","11","17","16","13","7","15","8","7","13","8","8","8","0","5","6","4","0","3","0","1","1","2","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","2","2","1","0","3","  191"
"SENADOR CAMARÁ"," 120 657","1","2","3","5","2","2","3","2","8","7","4","4","3","5","4","4","2","2","1","0","1","2","0","1","1","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","2","0","0","1","0","  78"
"ÁREA DE PLANEJAMENTO 5.2"," 718 074","  2","  2","  13","  23","  20","  26","  47","  35","  40","  46","  60","  57","  39","  40","  22","  31","  32","  45","  24","  14","  11","  14","  10","  8","  5","  11","  6","  6","  7","  3","  2","  2","  3","  0","  1","  0","  0","  0","  2","  0","  1","  3","  3","  3","  0","  0","  1","  6","  6","  4","  9","  6","  751"
"XVIII CAMPO GRANDE"," 570 703","  1","  1","  11","  18","  16","  16","  36","  27","  27","  41","  50","  44","  34","  29","  20","  25","  29","  38","  20","  11","  8","  11","  8","  7","  5","  11","  6","  5","  5","  3","  2","  2","  3","  0","  1","  0","  0","  0","  2","  0","  1","  3","  3","  3","  0","  0","  1","  5","  3","  3","  7","  4","  606"
"SANTÍSSIMO"," 42 648","0","0","1","1","3","0","6","4","1","2","3","1","2","2","2","2","0","3","1","2","2","1","1","1","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  44"
"CAMPO GRANDE"," 352 482","1","1","9","14","9","10","24","20","22","28","36","35","28","21","15","19","24","28","16","9","6","10","4","6","5","9","4","3","2","3","2","2","2","0","1","0","0","0","2","0","1","3","2","3","0","0","1","4","3","3","7","4","  461"
"SENADOR VASCONCELOS"," 31 178","0","0","0","0","0","0","2","0","3","0","1","0","1","0","1","0","3","4","3","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","  22"
"INHOAÍBA"," 82 006","0","0","0","2","4","0","2","0","1","5","8","5","2","5","1","3","2","1","0","0","0","0","1","0","0","0","0","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","  47"
"COSMOS"," 76 489","0","0","1","1","0","6","2","3","0","6","2","3","1","1","1","1","0","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  32"
