"ÁREA DE PLANEJAMENTO 3.2"," 551 903","  1","  0","  5","  1","  1","  1","  3","  1","  4","  5","  4","  7","  9","  13","  13","  14","  20","  19","  27","  22","  17","  13","  14","  10","  10","  6","  8","  5","  2","  0","  2","  0","  1","  1","  3","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  2","  2","  2","  1","  271"
"XII INHAUMA"," 128 576","  0","  0","  1","  0","  0","  1","  0","  0","  0","  0","  0","  2","  1","  5","  3","  4","  3","  3","  8","  2","  5","  3","  5","  1","  0","  0","  0","  1","  1","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  1","  0","  52"
"HIGIENÓPOLIS"," 16 037","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","3","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","  9"
"MARIA DA GRACA"," 7 851","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  5"
"DEL CASTILHO"," 12 191","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  4"
"INHAÚMA"," 42 792","0","0","1","0","0","0","0","0","0","0","0","2","0","4","2","2","1","2","2","1","1","2","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","  23"
"ENGENHO DA RAINHA"," 27 521","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  6"
"TOMAS COELHO"," 22 183","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  5"
"XIII MÉIER"," 389 673","1","0","4","1","1","0","3","1","4","5","4","5","6","8","10","10","16","16","18","19","12","10","9","9","10","6","8","4","1","0","2","0","0","1","3","0","0","1","0","0","0","0","0","0","0","0","1","0","1","2","1","1","  214"
"SÃO FRANCISCO XAVIER"," 7 814","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"ROCHA"," 9 356","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  2"
"RIACHUELO"," 12 360","0","0","0","0","0","0","2","0","0","0","0","0","0","1","1","1","0","2","1","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  12"
"SAMPAIO"," 9 506","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  6"
"ENGENHO NOVO"," 42 751","0","0","0","0","0","0","0","0","2","1","1","1","1","2","5","0","4","1","1","1","3","2","2","3","4","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  37"
"JACARÉ"," 7 056","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2"
"LINS DE VASCONCELOS"," 34 679","0","0","0","0","0","0","0","0","2","3","0","2","4","0","0","1","2","1","4","1","1","0","1","1","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  28"
"MÉIER"," 49 777","0","0","2","0","1","0","0","1","0","0","2","0","0","0","0","2","5","3","4","3","0","2","0","1","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","  32"
"TODOS OS SANTOS"," 22 983","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","  4"
"CACHAMBI"," 40 884","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  6"
"ENGENHO DE DENTRO"," 46 460","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","4","2","2","1","3","0","2","3","1","0","3","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  28"
"ÁGUA SANTA"," 6 506","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  6"
"ENCANTADO"," 14 328","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","4","1","3","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  13"
"PIEDADE"," 43 999","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","1","1","2","1","4","3","0","0","0","0","0","1","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","  22"
"ABOLIÇÃO"," 12 346","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","  4"
"PILARES"," 28 868","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","1","1","1","1","0","3","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  12"
"XXVIII JACAREZINHO"," 33 655","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  1","  0","  1","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  5"
"JACAREZINHO"," 33 655","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  1","  0","  1","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  5"
"ÁREA DE PLANEJAMENTO 3.3"," 973 761","  5","  4","  8","  7","  7","  6","  4","  1","  6","  7","  13","  11","  15","  12","  22","  20","  15","  18","  19","  19","  27","  15","  12","  10","  8","  0","  2","  4","  2","  3","  0","  1","  2","  0","  0","  1","  0","  4","  1","  0","  0","  0","  1","  0","  1","  0","  2","  1","  1","  2","  0","  1","  320"
"XIV IRAJÁ"," 202 286","  2","  0","  1","  0","  2","  1","  0","  1","  2","  3","  1","  5","  2","  2","  8","  3","  4","  5","  4","  5","  10","  3","  3","  1","  2","  0","  0","  1","  1","  2","  0","  0","  1","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  78"
"VILA KOSMOS"," 18 562","0","0","0","0","0","0","0","1","2","0","0","2","0","0","1","0","0","1","0","2","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  11"
"VICENTE DE CARVALHO"," 22 848","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","1","0","2","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","  11"
"VILA DA PENHA"," 23 741","0","0","1","0","1","0","0","0","0","1","1","2","1","1","2","0","2","2","2","2","6","0","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  29"
"VISTA ALEGRE"," 8 224","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  6"
"IRAJÁ"," 103 265","2","0","0","0","0","1","0","0","0","1","0","0","0","0","2","1","1","0","1","1","1","3","1","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","  19"
"COLÉGIO"," 25 645","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  2"
"XV MADUREIRA"," 381 138","  3","  2","  3","  3","  4","  3","  3","  0","  1","  0","  5","  4","  5","  3","  4","  5","  8","  8","  13","  9","  9","  3","  2","  4","  2","  0","  2","  2","  0","  1","  0","  0","  1","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  114"
"CAMPINHO"," 9 587","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  7"
"QUINTINO BOCAIUVA"," 36 555","0","0","1","0","0","0","0","0","1","0","0","0","2","0","1","0","0","2","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  11"
"CAVALCANTI"," 16 952","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  5"
"ENGENHEIRO LEAL"," 6 654","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"CASCADURA"," 33 842","1","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","2","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  11"
"MADUREIRA"," 52 093","2","0","0","0","4","3","2","0","0","0","1","0","1","2","2","2","0","2","2","3","2","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  31"
"VAZ LOBO"," 10 885","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  5"
"TURIAÇU"," 16 459","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"ROCHA MIRANDA"," 42 677","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  8"
"HONÓRIO GURGEL"," 21 491","0","0","2","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","  7"
"OSWALDO CRUZ"," 35 985","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","2","2","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  10"
"BENTO RIBEIRO"," 46 621","0","2","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  10"
"MARECHAL HERMES"," 51 335","0","0","0","2","0","0","0","0","0","0","1","1","0","0","0","1","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  9"
"XXII ANCHIETA"," 168 291","  0","  2","  4","  4","  1","  2","  1","  0","  2","  4","  5","  2","  6","  5","  9","  11","  2","  4","  2","  4","  6","  6","  5","  4","  3","  0","  0","  1","  1","  0","  0","  1","  0","  0","  0","  0","  0","  2","  1","  0","  0","  0","  1","  0","  1","  0","  0","  1","  0","  0","  0","  0","  103"
"GUADALUPE"," 48 778","0","2","1","2","0","0","0","0","0","2","1","2","6","4","7","4","1","3","1","3","3","4","3","3","1","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","  57"
"ANCHIETA"," 60 323","0","0","1","2","1","1","0","0","2","2","3","0","0","1","1","5","0","1","0","1","3","2","2","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","  34"
"PARQUE ANCHIETA"," 29 079","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"RICARDO DE ALBUQUERQUE"," 30 111","0","0","2","0","0","1","1","0","0","0","1","0","0","0","1","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","  12"
"XXV PAVUNA"," 222 046","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  2","  0","  2","  2","  1","  1","  1","  1","  0","  1","  2","  3","  2","  1","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  2","  0","  0","  25"
"COELHO NETO"," 30 325","0","0","0","0","0","0","0","0","1","0","0","0","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","  8"
"ACARI"," 26 869","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  1"
"BARROS FILHO"," 13 688","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  1"
"COSTA BARROS"," 41 901","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  5"
"PAVUNA"," 109 264","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","  10"
"PARQUE COLUMBIA"," 9 194","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"ÁREA DE PLANEJAMENTO 4"," 833 965","  2","  4","  10","  12","  6","  12","  15","  12","  5","  17","  9","  24","  29","  33","  28","  35","  45","  37","  43","  38","  31","  18","  11","  8","  10","  4","  1","  1","  3","  10","  1","  0","  0","  1","  0","  1","  1","  0","  0","  0","  0","  1","  1","  2","  0","  2","  0","  0","  0","  0","  2","  3","  528"
"XVI JACAREPAGUA"," 528 236","  2","  4","  8","  6","  4","  11","  15","  11","  4","  17","  8","  19","  25","  26","  26","  30","  39","  34","  34","  34","  27","  13","  10","  8","  8","  3","  0","  0","  3","  8","  1","  0","  0","  1","  0","  1","  1","  0","  0","  0","  0","  1","  1","  2","  0","  2","  0","  0","  0","  0","  2","  1","  450"
"JACAREPAGUA"," 133 264","0","1","0","0","0","4","1","1","2","1","1","2","1","2","3","3","6","1","4","6","4","1","2","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","  51"
"ANIL"," 24 143","0","2","0","1","0","0","1","0","0","0","0","0","2","1","0","3","2","1","0","3","2","0","1","1","1","0","0","0","1","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","  27"
"GARDÊNIA AZUL"," 29 292","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  5"
"CURICICA"," 27 431","0","0","1","0","1","0","0","1","0","1","0","2","0","0","0","2","1","1","2","3","1","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  19"
"FREGUESIA (JACAREPAGUA)"," 56 254","2","0","1","0","0","0","1","1","0","1","1","4","1","1","5","5","8","10","8","5","5","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","  64"
"PECHINCHA"," 33 294","0","1","2","1","0","3","2","0","0","3","1","2","4","2","3","5","2","2","1","1","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  40"
"TAQUARA"," 95 565","0","0","3","3","3","4","9","6","2","10","3","6","13","18","11","6","17","15","15","11","8","6","2","2","3","1","0","0","0","4","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","  184"
"TANQUE"," 33 477","0","0","1","0","0","0","0","0","0","1","2","2","1","2","2","1","0","0","0","2","0","1","2","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  22"
"PRAÇA SECA"," 61 770","0","0","0","1","0","0","1","1","0","0","0","1","0","0","1","5","2","4","2","1","1","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","  26"
"VILA VALQUEIRE"," 33 745","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","1","0","0","1","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","  12"
"XXXIV CIDADE DE DEUS"," 37 423","0","0","0","2","0","0","0","0","0","0","0","0","1","1","0","1","2","0","1","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","  12"
"CIDADE DE DEUS"," 37 423","0","0","0","2","0","0","0","0","0","0","0","0","1","1","0","1","2","0","1","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","  12"
"XXIV BARRA DA TIJUCA"," 268 306","  0","  0","  2","  4","  2","  1","  0","  1","  1","  0","  1","  5","  3","  6","  2","  4","  4","  3","  8","  4","  4","  4","  1","  0","  2","  1","  1","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  66"
"JOÁ"," 1 138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"ITANHANGA"," 37 114","0","0","1","1","2","0","0","0","0","0","0","1","1","2","0","0","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  12"
"BARRA DA TIJUCA"," 119 318","0","0","0","2","0","1","0","0","0","0","0","4","1","3","2","3","4","1","5","4","3","3","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  39"
"CAMORIM"," 3 027","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  2"
"VARGEM PEQUENA"," 25 586","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  4"
"VARGEM GRANDE"," 11 552","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  3"
"RECREIO DOS BANDEIRANTES"," 70 393","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","  6"
"GRUMARI","  180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"ÁREA DE PLANEJAMENTO 5.1"," 697 226","  2","  2","  1","  2","  5","  0","  3","  3","  1","  4","  1","  1","  7","  4","  1","  2","  1","  2","  5","  7","  1","  4","  2","  3","  0","  2","  0","  0","  2","  0","  0","  0","  0","  1","  1","  1","  1","  2","  2","  0","  0","  1","  1","  1","  0","  0","  0","  1","  1","  0","  0","  1","  82"
"XXXIII REALENGO"," 245 342","  2","  1","  1","  0","  1","  0","  3","  3","  1","  3","  1","  1","  4","  0","  0","  1","  1","  2","  0","  2","  0","  0","  1","  1","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  1","  1","  1","  1","  0","  0","  0","  1","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  36"
"DEODORO"," 11 440","1","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  7"
"VILA MILITAR"," 14 253","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"CAMPO DOS AFONSOS"," 1 505","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"JARDIM SULACAP"," 12 595","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  1"
"MAGALHÃES BASTOS"," 25 487","0","0","0","0","0","0","1","2","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","  7"
"REALENGO"," 180 063","1","1","1","0","1","0","2","1","0","2","1","1","1","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","  21"
"XVII BANGU"," 451 884","0","1","0","2","4","0","0","0","0","1","0","0","3","4","1","1","0","0","5","5","1","4","1","2","0","2","0","0","1","0","0","0","0","1","0","0","0","1","2","0","0","0","0","1","0","0","0","1","1","0","0","1","  46"
"PADRE MIGUEL"," 65 620","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","  5"
"BANGU"," 265 607","0","1","0","1","2","0","0","0","0","0","0","0","3","3","0","1","0","0","4","1","0","2","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","  25"
"SENADOR CAMARÁ"," 120 657","0","0","0","0","2","0","0","0","0","1","0","0","0","1","0","0","0","0","1","4","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","  16"
"ÁREA DE PLANEJAMENTO 5.2"," 718 074","  0","  1","  3","  1","  0","  0","  1","  0","  0","  0","  1","  0","  0","  0","  1","  0","  1","  0","  3","  2","  1","  1","  1","  1","  0","  1","  0","  0","  1","  0","  0","  0","  1","  0","  0","  0","  0","  1","  0","  0","  0","  1","  0","  0","  1","  0","  0","  0","  1","  0","  1","  0","  26"
"XVIII CAMPO GRANDE"," 570 703","  0","  1","  2","  1","  0","  0","  1","  0","  0","  0","  1","  0","  0","  0","  1","  0","  1","  0","  3","  2","  1","  1","  1","  1","  0","  1","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  1","  0","  1","  0","  23"
"SANTÍSSIMO"," 42 648","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  3"
"CAMPO GRANDE"," 352 482","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","1","0","3","2","0","1","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","  17"
"SENADOR VASCONCELOS"," 31 178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"INHOAÍBA"," 82 006","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  1"
"COSMOS"," 76 489","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  2"
