"ÁREA DE PLANEJAMENTO 3.2"," 551 903","  7","  13","  13","  19","  17","  11","  13","  12","  9","  7","  7","  10","  8","  6","  5","  0","  0","  2","  4","  2","  0","  0","  1","  0","  1","  0","  6","  1","  0","  0","  0","  0","  2","  0","  1","  0","  0","  2","  0","  0","  0","  1","  1","  1","  5","  1","  0","  4","  1","  2","  0","  7","  202"
"XII INHAUMA"," 128 576","  0","  4","  4","  5","  3","  4","  4","  3","  1","  2","  2","  1","  1","  0","  1","  0","  0","  1","  3","  0","  0","  0","  0","  0","  1","  0","  1","  1","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  1","  0","  1","  0","  2","  48"
"HIGIENÓPOLIS"," 16 037","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  2"
"MARIA DA GRACA"," 7 851","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  3"
"DEL CASTILHO"," 12 191","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  2"
"INHAÚMA"," 42 792","0","3","2","3","3","2","1","0","0","1","1","0","0","0","0","0","0","1","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","  23"
"ENGENHO DA RAINHA"," 27 521","0","1","0","0","0","1","1","1","0","1","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","  14"
"TOMAS COELHO"," 22 183","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  4"
"XIII MÉIER"," 389 673","7","9","9","14","14","7","9","8","7","4","4","6","7","6","3","0","0","1","1","2","0","0","1","0","0","0","4","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","1","5","1","0","3","1","1","0","5","  143"
"SÃO FRANCISCO XAVIER"," 7 814","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"ROCHA"," 9 356","0","0","0","0","1","0","0","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  5"
"RIACHUELO"," 12 360","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  2"
"SAMPAIO"," 9 506","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  2"
"ENGENHO NOVO"," 42 751","0","2","1","1","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","  12"
"JACARÉ"," 7 056","  0","  0","  2","  1","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  4"
"LINS DE VASCONCELOS"," 34 679","1","2","1","3","1","0","1","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","  15"
"MÉIER"," 49 777","0","0","2","0","0","0","3","0","0","0","1","1","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","  14"
"TODOS OS SANTOS"," 22 983","0","1","0","1","1","1","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","  10"
"CACHAMBI"," 40 884","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  5"
"ENGENHO DE DENTRO"," 46 460","1","2","0","4","2","3","0","3","0","0","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","1","  25"
"ÁGUA SANTA"," 6 506","0","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","  5"
"ENCANTADO"," 14 328","1","0","0","3","3","1","0","1","2","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","  14"
"PIEDADE"," 43 999","1","1","1","1","2","0","1","0","0","1","0","1","0","3","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","  15"
"ABOLIÇÃO"," 12 346","0","1","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","  8"
"PILARES"," 28 868","1","0","1","0","0","1","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  7"
"XXVIII JACAREZINHO"," 33 655","  0","  0","  0","  0","  0","  0","  0","  1","  1","  1","  1","  3","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  11"
"JACAREZINHO"," 33 655","  0","  0","  0","  0","  0","  0","  0","  1","  1","  1","  1","  3","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  11"
"ÁREA DE PLANEJAMENTO 3.3"," 973 761","  22","  25","  22","  23","  20","  35","  15","  15","  23","  12","  23","  18","  16","  8","  4","  14","  3","  6","  3","  8","  2","  3","  10","  5","  0","  2","  2","  6","  3","  0","  0","  1","  0","  0","  1","  0","  0","  0","  1","  0","  0","  0","  0","  5","  8","  2","  2","  2","  0","  0","  1","  9","  380"
"XIV IRAJÁ"," 202 286","  4","  14","  6","  5","  5","  11","  8","  6","  6","  2","  9","  5","  5","  2","  1","  5","  1","  4","  0","  3","  0","  0","  4","  3","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  3","  1","  1","  0","  0","  0","  0","  4","  119"
"VILA KOSMOS"," 18 562","0","4","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  8"
"VICENTE DE CARVALHO"," 22 848","0","3","0","0","1","2","2","0","1","0","1","0","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","  15"
"VILA DA PENHA"," 23 741","0","1","3","1","0","1","1","1","2","0","1","2","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","2","  20"
"VISTA ALEGRE"," 8 224","0","0","1","0","1","2","1","2","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  10"
"IRAJÁ"," 103 265","0","6","2","2","2","4","2","2","3","1","5","0","2","1","1","5","1","4","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","2","  50"
"COLÉGIO"," 25 645","4","0","0","2","1","2","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  16"
"XV MADUREIRA"," 381 138","  12","  9","  7","  11","  8","  15","  4","  2","  7","  3","  5","  6","  4","  4","  0","  7","  2","  1","  1","  4","  2","  2","  3","  1","  0","  1","  1","  5","  2","  0","  0","  1","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  3","  3","  0","  1","  0","  0","  0","  1","  4","  143"
"CAMPINHO"," 9 587","0","2","0","1","1","0","0","0","0","0","0","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  9"
"QUINTINO BOCAIUVA"," 36 555","3","0","2","3","1","1","2","0","0","0","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  18"
"CAVALCANTI"," 16 952","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","  5"
"ENGENHEIRO LEAL"," 6 654","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  1"
"CASCADURA"," 33 842","2","2","0","0","2","1","0","1","1","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  12"
"MADUREIRA"," 52 093","6","1","2","1","1","3","0","0","2","1","2","2","1","1","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","  29"
"VAZ LOBO"," 10 885","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","  8"
"TURIAÇU"," 16 459","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","  5"
"ROCHA MIRANDA"," 42 677","0","1","0","0","1","1","0","0","2","0","0","0","0","0","0","4","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  12"
"HONÓRIO GURGEL"," 21 491","1","1","0","0","0","2","0","1","0","0","0","0","0","0","0","1","0","1","0","2","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","  15"
"OSWALDO CRUZ"," 35 985","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","  5"
"BENTO RIBEIRO"," 46 621","0","1","1","3","0","2","2","0","1","0","1","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  15"
"MARECHAL HERMES"," 51 335","0","1","1","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","  9"
"XXII ANCHIETA"," 168 291","  0","  0","  2","  5","  4","  1","  0","  0","  2","  1","  3","  2","  4","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  1","  29"
"GUADALUPE"," 48 778","0","0","1","1","1","1","0","0","1","0","1","1","4","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","  16"
"ANCHIETA"," 60 323","0","0","1","4","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  8"
"PARQUE ANCHIETA"," 29 079","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  3"
"RICARDO DE ALBUQUERQUE"," 30 111","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  2"
"XXV PAVUNA"," 222 046","  6","  2","  7","  2","  3","  8","  3","  7","  8","  6","  6","  5","  3","  2","  3","  2","  0","  0","  2","  1","  0","  1","  3","  1","  0","  1","  0","  1","  1","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  1","  2","  1","  0","  0","  0","  0","  0","  0","  89"
"COELHO NETO"," 30 325","0","0","2","1","0","1","0","2","1","2","1","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","  15"
"ACARI"," 26 869","0","0","2","0","1","2","1","2","0","0","0","2","1","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","  15"
"BARROS FILHO"," 13 688","2","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  6"
"COSTA BARROS"," 41 901","2","1","1","0","1","1","0","2","5","1","3","2","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","  23"
"PAVUNA"," 109 264","2","1","2","1","1","4","2","1","2","3","2","0","2","1","1","1","0","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  30"
"PARQUE COLUMBIA"," 9 194","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"ÁREA DE PLANEJAMENTO 4"," 833 965","  21","  21","  22","  35","  48","  49","  22","  21","  19","  6","  22","  11","  11","  5","  10","  3","  4","  3","  5","  7","  4","  3","  1","  6","  2","  4","  6","  4","  1","  1","  2","  0","  0","  1","  0","  1","  1","  0","  0","  0","  1","  0","  0","  2","  4","  0","  2","  1","  2","  9","  0","  14","  417"
"XVI JACAREPAGUA"," 528 236","  13","  15","  14","  26","  32","  33","  8","  14","  8","  3","  15","  4","  6","  3","  7","  2","  3","  1","  2","  5","  1","  2","  1","  4","  1","  2","  1","  3","  1","  1","  2","  0","  0","  1","  0","  1","  0","  0","  0","  0","  1","  0","  0","  1","  2","  0","  1","  0","  1","  4","  0","  10","  255"
"JACAREPAGUA"," 133 264","2","2","3","3","7","9","3","4","1","0","6","0","0","0","3","0","3","0","1","0","0","1","0","2","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","1","0","0","0","1","1","0","4","  61"
"ANIL"," 24 143","2","1","1","4","2","2","0","2","1","1","0","0","0","0","0","0","0","0","1","2","0","0","1","2","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","  26"
"GARDÊNIA AZUL"," 29 292","2","1","4","3","2","1","0","0","0","0","2","0","2","0","0","0","0","1","0","0","0","1","0","0","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","  24"
"CURICICA"," 27 431","0","2","0","1","4","0","2","2","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","  16"
"FREGUESIA (JACAREPAGUA)"," 56 254","1","4","0","0","2","1","0","0","3","0","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","  17"
"PECHINCHA"," 33 294","1","1","1","1","3","3","1","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","  16"
"TAQUARA"," 95 565","1","3","2","7","6","12","0","2","1","1","3","3","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","  47"
"TANQUE"," 33 477","1","1","1","4","1","1","1","2","0","0","1","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","  19"
"PRAÇA SECA"," 61 770","3","0","1","3","5","2","0","0","1","1","2","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","  22"
"VILA VALQUEIRE"," 33 745","0","0","1","0","0","2","1","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  7"
"XXXIV CIDADE DE DEUS"," 37 423","1","1","2","1","7","5","1","0","3","1","2","3","1","2","0","0","0","1","1","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","  38"
"CIDADE DE DEUS"," 37 423","1","1","2","1","7","5","1","0","3","1","2","3","1","2","0","0","0","1","1","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","  38"
"XXIV BARRA DA TIJUCA"," 268 306","  7","  5","  6","  8","  9","  11","  13","  7","  8","  2","  5","  4","  4","  0","  3","  1","  1","  1","  2","  1","  2","  1","  0","  2","  1","  2","  3","  1","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  2","  0","  1","  1","  1","  4","  0","  4","  124"
"JOÁ"," 1 138","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  1"
"ITANHANGA"," 37 114","1","3","0","2","4","1","3","2","2","0","0","1","2","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","  28"
"BARRA DA TIJUCA"," 119 318","4","2","2","0","3","4","5","3","5","1","0","1","0","0","1","0","0","1","0","0","1","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","2","0","2","  44"
"CAMORIM"," 3 027","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","  2"
"VARGEM PEQUENA"," 25 586","1","0","2","1","0","2","1","0","0","0","1","0","1","0","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  13"
"VARGEM GRANDE"," 11 552","1","0","0","4","1","2","0","1","0","0","2","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  16"
"RECREIO DOS BANDEIRANTES"," 70 393","0","0","2","0","1","2","4","1","1","1","2","1","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","  20"
"GRUMARI","  180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"ÁREA DE PLANEJAMENTO 5.1"," 697 226","  10","  10","  10","  10","  19","  23","  13","  8","  14","  7","  12","  11","  3","  5","  3","  3","  1","  1","  1","  3","  2","  0","  0","  3","  2","  2","  4","  0","  2","  0","  1","  0","  0","  0","  1","  0","  1","  1","  0","  1","  0","  1","  1","  3","  1","  0","  0","  1","  0","  1","  1","  3","  199"
"XXXIII REALENGO"," 245 342","  2","  6","  3","  2","  6","  13","  5","  6","  7","  3","  5","  5","  1","  3","  0","  0","  0","  0","  1","  2","  1","  0","  0","  2","  0","  1","  2","  0","  1","  0","  0","  0","  0","  0","  1","  0","  1","  0","  0","  0","  0","  1","  1","  2","  0","  0","  0","  0","  0","  0","  1","  0","  84"
"DEODORO"," 11 440","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  4"
"VILA MILITAR"," 14 253","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  1"
"CAMPO DOS AFONSOS"," 1 505","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"JARDIM SULACAP"," 12 595","0","2","0","0","0","2","3","1","2","0","2","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","  17"
"MAGALHÃES BASTOS"," 25 487","1","1","0","0","0","3","0","2","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  11"
"REALENGO"," 180 063","1","3","3","2","4","8","2","3","3","1","3","5","1","2","0","0","0","0","0","1","1","0","0","0","0","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","  51"
"XVII BANGU"," 451 884","8","4","7","8","13","10","8","2","7","4","7","6","2","2","3","3","1","1","0","1","1","0","0","1","2","1","2","0","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","1","1","0","0","1","0","1","0","3","  115"
"PADRE MIGUEL"," 65 620","3","1","1","3","1","3","1","0","1","2","3","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","  23"
"BANGU"," 265 607","4","2","5","5","9","6","5","1","1","2","4","5","1","2","1","1","1","1","0","1","0","0","0","0","1","1","1","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","0","0","  65"
"SENADOR CAMARÁ"," 120 657","1","1","1","0","3","1","2","1","5","0","0","1","1","0","2","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","2","  27"
"ÁREA DE PLANEJAMENTO 5.2"," 718 074","  40","  36","  22","  30","  68","  51","  45","  19","  26","  18","  18","  21","  13","  22","  22","  5","  6","  1","  1","  2","  3","  2","  1","  1","  4","  6","  2","  1","  0","  0","  1","  2","  0","  2","  0","  1","  0","  1","  1","  2","  0","  0","  0","  1","  0","  0","  0","  2","  0","  1","  0","  30","  530"
"XVIII CAMPO GRANDE"," 570 703","  32","  28","  20","  24","  58","  42","  29","  11","  22","  14","  15","  15","  11","  20","  20","  4","  4","  0","  1","  1","  1","  1","  0","  0","  2","  6","  2","  1","  0","  0","  1","  2","  0","  2","  0","  1","  0","  0","  0","  2","  0","  0","  0","  1","  0","  0","  0","  1","  0","  1","  0","  26","  421"
"SANTÍSSIMO"," 42 648","1","0","1","1","2","1","1","1","1","2","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  16"
"CAMPO GRANDE"," 352 482","17","14","11","16","38","30","19","8","12","9","8","9","11","18","10","3","2","0","0","0","1","1","0","0","2","5","2","1","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","11","  263"
"SENADOR VASCONCELOS"," 31 178","4","4","4","1","1","2","0","0","5","2","3","4","0","0","0","0","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","3","  40"
"INHOAÍBA"," 82 006","6","8","1","5","10","5","5","2","0","1","0","2","0","1","4","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","  59"
"COSMOS"," 76 489","4","2","3","1","7","4","4","0","4","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","6","  43"
