"ÁREA DE PLANEJAMENTO 3.2"," 551 903","  3","  2","  2","  2","  4","  8","  2","  5","  11","  3","  4","  4","  4","  6","  5","  4","  8","  10","  5","  7","  10","  2","  4","  10","  7","  8","  6","  5","  5","  10","  10","  6","  3","  8","  1","  5","  4","  9","  2","  3","  5","  1","  1","  2","  2","  6","  9","  7","  11","  20","  7","  6","  294"
"XII INHAUMA"," 128 576","  1","  1","  0","  0","  1","  2","  1","  0","  0","  0","  0","  0","  1","  0","  1","  1","  0","  2","  2","  1","  1","  1","  0","  1","  1","  2","  0","  2","  0","  3","  3","  1","  0","  0","  0","  0","  1","  5","  0","  0","  1","  0","  0","  0","  1","  1","  3","  1","  2","  3","  1","  3","  51"
"HIGIENÓPOLIS"," 16 037","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  8"
"MARIA DA GRACA"," 7 851","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","  4"
"DEL CASTILHO"," 12 191","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1","0","1","  9"
"INHAÚMA"," 42 792","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","1","2","0","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","2","1","0","1","  17"
"ENGENHO DA RAINHA"," 27 521","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","  5"
"TOMAS COELHO"," 22 183","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","  8"
"XIII MÉIER"," 389 673","2","1","2","2","3","6","1","5","10","3","4","3","3","6","4","3","8","8","3","6","8","1","4","8","6","6","5","3","5","7","7","5","3","8","1","5","3","4","2","3","4","1","1","2","1","5","6","6","9","17","6","3","  238"
"SÃO FRANCISCO XAVIER"," 7 814","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  5"
"ROCHA"," 9 356","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","  6"
"RIACHUELO"," 12 360","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","  8"
"SAMPAIO"," 9 506","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","  6"
"ENGENHO NOVO"," 42 751","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","1","0","0","2","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","1","0","0","1","0","1","0","0","2","0","  15"
"JACARÉ"," 7 056","  0","  0","  0","  0","  0","  1","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  1","  2","  1","  0","  0","  2","  0","  1","  0","  0","  2","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  14"
"LINS DE VASCONCELOS"," 34 679","1","0","0","2","0","0","0","0","2","1","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0","1","0","0","0","0","0","0","1","0","2","1","0","  18"
"MÉIER"," 49 777","0","0","0","0","1","1","0","1","3","0","0","2","0","0","1","2","1","4","0","2","4","0","1","0","0","2","1","1","2","1","0","1","1","0","0","0","1","1","1","0","0","0","0","2","1","2","0","1","3","1","1","2","  48"
"TODOS OS SANTOS"," 22 983","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","  6"
"CACHAMBI"," 40 884","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","1","0","1","0","0","0","0","2","0","0","1","0","0","0","0","2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","2","0","0","  16"
"ENGENHO DE DENTRO"," 46 460","0","0","1","0","2","1","1","1","2","1","0","1","0","2","0","0","1","1","0","0","2","0","0","1","0","1","1","0","0","3","1","0","1","2","0","0","0","1","1","1","0","0","0","0","0","0","1","0","2","4","0","1","  37"
"ÁGUA SANTA"," 6 506","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  4"
"ENCANTADO"," 14 328","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","  10"
"PIEDADE"," 43 999","0","0","0","0","0","2","0","1","1","0","2","0","0","0","0","0","0","0","1","2","1","0","0","0","1","1","0","1","1","1","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","2","2","1","2","0","0","  26"
"ABOLIÇÃO"," 12 346","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","1","1","0","  8"
"PILARES"," 28 868","1","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","  11"
"XXVIII JACAREZINHO"," 33 655","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  1","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  5"
"JACAREZINHO"," 33 655","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  1","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  5"
"ÁREA DE PLANEJAMENTO 3.3"," 973 761","  13","  4","  2","  3","  1","  2","  4","  4","  7","  8","  6","  8","  5","  2","  3","  2","  8","  9","  11","  7","  11","  4","  3","  10","  6","  8","  13","  15","  5","  15","  6","  10","  4","  11","  1","  3","  1","  2","  3","  4","  5","  6","  4","  6","  16","  8","  16","  26","  25","  35","  26","  35","  452"
"XIV IRAJÁ"," 202 286","  6","  1","  0","  2","  0","  0","  1","  0","  2","  2","  1","  1","  1","  0","  0","  0","  2","  1","  3","  0","  5","  1","  0","  0","  0","  2","  1","  1","  0","  1","  1","  3","  1","  4","  0","  1","  0","  0","  1","  1","  1","  1","  3","  1","  3","  1","  2","  5","  8","  10","  7","  10","  98"
"VILA KOSMOS"," 18 562","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  2"
"VICENTE DE CARVALHO"," 22 848","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","  5"
"VILA DA PENHA"," 23 741","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","1","1","1","0","0","  12"
"VISTA ALEGRE"," 8 224","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","0","0","1","1","0","0","2","  10"
"IRAJÁ"," 103 265","3","1","0","2","0","0","1","0","1","2","0","0","0","0","0","0","1","1","2","0","2","0","0","0","0","1","0","1","0","1","1","2","0","2","0","1","0","0","0","1","1","0","0","0","2","1","1","2","3","8","7","4","  55"
"COLÉGIO"," 25 645","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","1","1","2","1","0","3","  14"
"XV MADUREIRA"," 381 138","  6","  2","  1","  0","  1","  1","  1","  1","  1","  4","  2","  1","  0","  1","  2","  1","  5","  4","  4","  5","  3","  0","  3","  8","  5","  4","  7","  2","  2","  6","  1","  5","  1","  3","  0","  0","  0","  2","  0","  1","  1","  2","  0","  0","  4","  1","  5","  10","  4","  6","  8","  4","  141"
"CAMPINHO"," 9 587","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","  7"
"QUINTINO BOCAIUVA"," 36 555","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","4","0","0","0","0","  13"
"CAVALCANTI"," 16 952","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","  4"
"ENGENHEIRO LEAL"," 6 654","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"CASCADURA"," 33 842","1","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","2","0","0","3","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","2","0","0","0","  17"
"MADUREIRA"," 52 093","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","3","2","1","1","0","0","2","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","2","2","2","3","1","  29"
"VAZ LOBO"," 10 885","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","  4"
"TURIAÇU"," 16 459","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","  6"
"ROCHA MIRANDA"," 42 677","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","1","1","  12"
"HONÓRIO GURGEL"," 21 491","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","  7"
"OSWALDO CRUZ"," 35 985","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","2","0","0","1","1","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","  13"
"BENTO RIBEIRO"," 46 621","1","1","0","0","1","0","0","0","0","2","0","0","0","0","0","1","0","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","  14"
"MARECHAL HERMES"," 51 335","0","1","0","0","0","0","1","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","2","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","1","1","0","  15"
"XXII ANCHIETA"," 168 291","  0","  0","  1","  1","  0","  1","  1","  3","  2","  1","  2","  1","  4","  1","  0","  1","  1","  1","  3","  2","  2","  1","  0","  1","  1","  2","  0","  2","  2","  3","  3","  1","  1","  1","  0","  0","  0","  0","  2","  2","  3","  1","  0","  0","  1","  1","  3","  1","  6","  3","  2","  1","  72"
"GUADALUPE"," 48 778","0","0","1","0","0","0","0","0","2","1","0","0","3","1","0","0","1","1","2","2","2","0","0","1","0","2","0","1","0","1","0","1","0","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","  27"
"ANCHIETA"," 60 323","0","0","0","1","0","1","0","2","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","2","2","3","0","1","0","0","0","0","0","1","1","1","1","0","0","0","0","2","1","3","2","1","1","  32"
"PARQUE ANCHIETA"," 29 079","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","  6"
"RICARDO DE ALBUQUERQUE"," 30 111","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","2","0","1","0","  7"
"XXV PAVUNA"," 222 046","  1","  1","  0","  0","  0","  0","  1","  0","  2","  1","  1","  5","  0","  0","  1","  0","  0","  3","  1","  0","  1","  2","  0","  1","  0","  0","  5","  10","  1","  5","  1","  1","  1","  3","  1","  2","  1","  0","  0","  0","  0","  2","  1","  5","  8","  5","  6","  10","  7","  16","  9","  20","  141"
"COELHO NETO"," 30 325","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","2","0","1","0","0","0","1","0","2","0","0","0","0","0","0","0","2","3","4","2","6","2","2","3","9","  42"
"ACARI"," 26 869","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","1","1","0","5","3","3","  20"
"BARROS FILHO"," 13 688","0","0","0","0","0","0","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","4","0","1","  11"
"COSTA BARROS"," 41 901","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","2","1","2","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1","0","1","1","3","2","1","1","  24"
"PAVUNA"," 109 264","0","1","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","2","0","0","0","1","0","0","0","0","4","4","0","2","1","1","0","1","1","0","0","0","0","0","0","1","0","1","3","0","2","2","2","3","2","6","  44"
"PARQUE COLUMBIA"," 9 194","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"ÁREA DE PLANEJAMENTO 4"," 833 965","  10","  7","  7","  6","  8","  3","  8","  3","  8","  10","  7","  16","  12","  7","  14","  9","  24","  11","  7","  10","  11","  13","  5","  7","  16","  6","  9","  7","  12","  8","  13","  7","  9","  10","  3","  4","  11","  4","  5","  3","  6","  3","  5","  13","  13","  11","  7","  17","  11","  16","  21","  13","  486"
"XVI JACAREPAGUA"," 528 236","  5","  3","  2","  2","  4","  2","  5","  2","  4","  6","  6","  6","  6","  3","  5","  6","  17","  5","  3","  3","  3","  7","  4","  5","  12","  6","  7","  6","  9","  6","  8","  5","  5","  8","  2","  4","  6","  3","  4","  2","  4","  2","  1","  4","  6","  4","  3","  13","  6","  5","  11","  8","  274"
"JACAREPAGUA"," 133 264","0","0","0","1","1","0","1","0","0","0","2","1","1","0","1","2","1","0","0","0","0","1","3","0","1","1","0","0","1","1","1","0","0","2","0","1","0","0","1","0","0","0","0","0","0","1","1","2","1","0","1","1","  31"
"ANIL"," 24 143","0","0","0","0","1","1","0","0","1","0","0","1","2","1","3","1","1","2","0","0","0","2","1","0","6","1","4","1","3","1","1","2","1","2","0","0","2","0","2","1","2","1","0","2","2","2","0","7","3","1","1","0","  65"
"GARDÊNIA AZUL"," 29 292","1","0","0","0","1","0","0","0","1","0","1","0","0","1","1","0","3","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","1","0","0","2","0","0","0","0","0","1","0","0","1","0","0","0","0","1","  19"
"CURICICA"," 27 431","0","0","0","0","0","0","0","1","1","0","2","1","0","0","0","0","3","0","1","0","0","0","0","0","1","0","0","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","1","0","0","  20"
"FREGUESIA (JACAREPAGUA)"," 56 254","0","0","0","0","0","0","2","0","1","2","1","0","0","0","0","0","2","0","0","0","1","2","0","1","0","1","1","1","0","1","0","0","0","1","1","1","1","0","0","0","0","0","0","1","2","0","0","1","1","1","2","0","  28"
"PECHINCHA"," 33 294","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","  10"
"TAQUARA"," 95 565","1","2","1","1","0","1","1","1","0","2","0","3","1","0","0","2","3","2","0","1","1","1","0","2","4","2","2","1","1","0","3","2","1","3","0","2","0","1","1","0","1","0","1","0","0","0","0","0","0","1","4","3","  59"
"TANQUE"," 33 477","1","0","1","0","1","0","0","0","0","2","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","  13"
"PRAÇA SECA"," 61 770","1","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","2","0","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","2","  18"
"VILA VALQUEIRE"," 33 745","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","  11"
"XXXIV CIDADE DE DEUS"," 37 423","0","1","0","1","0","0","0","1","0","0","0","1","0","2","2","0","0","0","0","0","1","2","0","0","2","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","1","1","1","0","  23"
"CIDADE DE DEUS"," 37 423","0","1","0","1","0","0","0","1","0","0","0","1","0","2","2","0","0","0","0","0","1","2","0","0","2","0","0","0","1","0","1","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","1","1","1","1","0","  23"
"XXIV BARRA DA TIJUCA"," 268 306","  5","  3","  5","  3","  4","  1","  3","  0","  4","  4","  1","  9","  6","  2","  7","  3","  7","  6","  4","  7","  7","  4","  1","  2","  2","  0","  2","  1","  2","  2","  4","  2","  3","  2","  1","  0","  4","  1","  1","  1","  1","  1","  3","  9","  7","  7","  4","  3","  4","  10","  9","  5","  189"
"JOÁ"," 1 138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"ITANHANGA"," 37 114","1","0","1","0","0","0","1","0","0","0","0","1","0","0","1","1","1","0","2","1","1","1","1","2","1","0","0","1","0","0","0","1","0","0","0","0","3","0","1","1","0","0","1","0","1","0","0","0","0","0","1","0","  26"
"BARRA DA TIJUCA"," 119 318","3","1","3","2","4","0","1","0","4","3","0","4","5","2","4","2","4","4","1","5","5","1","0","0","0","0","2","0","2","1","2","0","0","2","1","0","1","0","0","0","1","1","2","7","2","7","2","2","3","6","5","4","  111"
"CAMORIM"," 3 027","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","  3"
"VARGEM PEQUENA"," 25 586","0","2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","  8"
"VARGEM GRANDE"," 11 552","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","  7"
"RECREIO DOS BANDEIRANTES"," 70 393","1","0","0","0","0","1","0","0","0","1","0","3","1","0","2","0","2","1","1","1","1","1","0","0","0","0","0","0","0","1","1","1","2","0","0","0","0","1","0","0","0","0","0","2","4","0","2","1","0","2","1","0","  34"
"GRUMARI","  180","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"ÁREA DE PLANEJAMENTO 5.1"," 697 226","  4","  0","  0","  2","  2","  1","  0","  8","  6","  4","  1","  9","  3","  4","  3","  2","  0","  10","  6","  4","  1","  5","  3","  6","  7","  7","  8","  9","  5","  10","  12","  10","  4","  4","  3","  2","  5","  4","  2","  1","  1","  2","  0","  3","  3","  1","  4","  8","  6","  6","  9","  12","  232"
"XXXIII REALENGO"," 245 342","  2","  0","  0","  1","  2","  1","  0","  3","  3","  3","  1","  3","  2","  1","  2","  2","  0","  6","  2","  2","  0","  1","  0","  3","  6","  5","  3","  2","  4","  5","  3","  1","  2","  2","  0","  1","  3","  0","  1","  0","  0","  1","  0","  1","  0","  0","  2","  1","  4","  0","  5","  7","  99"
"DEODORO"," 11 440","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","  5"
"VILA MILITAR"," 14 253","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"CAMPO DOS AFONSOS"," 1 505","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  0"
"JARDIM SULACAP"," 12 595","0","0","0","0","0","0","0","1","0","1","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","3","1","  13"
"MAGALHÃES BASTOS"," 25 487","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","  5"
"REALENGO"," 180 063","2","0","0","0","2","1","0","2","2","2","1","1","2","1","1","1","0","4","2","2","0","1","0","3","5","4","3","1","4","5","2","1","2","2","0","1","2","0","0","0","0","0","0","1","0","0","2","1","4","0","1","5","  76"
"XVII BANGU"," 451 884","2","0","0","1","0","0","0","5","3","1","0","6","1","3","1","0","0","4","4","2","1","4","3","3","1","2","5","7","1","5","9","9","2","2","3","1","2","4","1","1","1","1","0","2","3","1","2","7","2","6","4","5","  133"
"PADRE MIGUEL"," 65 620","1","0","0","1","0","0","0","3","2","0","0","0","0","2","0","0","0","3","0","0","0","1","0","0","0","1","0","1","0","0","5","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","1","0","  28"
"BANGU"," 265 607","1","0","0","0","0","0","0","1","1","1","0","4","0","0","0","0","0","1","2","0","1","2","1","2","1","1","1","5","0","4","1","6","1","1","1","1","2","3","0","0","1","0","0","1","2","1","0","6","2","5","2","5","  70"
"SENADOR CAMARÁ"," 120 657","0","0","0","0","0","0","0","1","0","0","0","2","1","1","1","0","0","0","2","2","0","1","2","1","0","0","4","1","1","1","3","0","1","1","1","0","0","1","1","1","0","1","0","1","1","0","1","0","0","0","1","0","  35"
"ÁREA DE PLANEJAMENTO 5.2"," 718 074","  7","  0","  2","  10","  7","  6","  6","  6","  6","  5","  11","  6","  5","  6","  8","  15","  12","  12","  3","  7","  6","  8","  7","  11","  1","  5","  9","  7","  3","  19","  12","  13","  14","  6","  5","  5","  8","  2","  2","  7","  2","  0","  3","  4","  2","  7","  9","  3","  14","  13","  14","  16","  377"
"XVIII CAMPO GRANDE"," 570 703","  5","  0","  2","  8","  5","  5","  5","  6","  4","  5","  9","  5","  5","  5","  7","  14","  7","  10","  3","  3","  4","  6","  6","  10","  1","  4","  7","  7","  3","  12","  8","  11","  12","  6","  4","  5","  7","  1","  2","  4","  1","  0","  1","  1","  1","  4","  4","  2","  7","  9","  12","  8","  283"
"SANTÍSSIMO"," 42 648","0","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","1","0","1","0","1","3","1","0","0","1","1","0","1","1","0","0","1","0","0","0","0","0","0","0","1","  20"
"CAMPO GRANDE"," 352 482","4","0","2","7","4","4","4","5","3","2","6","4","5","4","6","12","6","8","3","3","4","5","5","4","1","3","5","3","2","9","6","9","6","5","3","4","5","0","1","3","0","0","1","0","1","3","3","1","3","6","6","3","  202"
"SENADOR VASCONCELOS"," 31 178","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  7"
"INHOAÍBA"," 82 006","0","0","0","1","1","1","0","0","0","0","1","0","0","0","1","1","0","1","0","0","0","1","0","1","0","0","1","3","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","2","3","5","2","  31"
"COSMOS"," 76 489","1","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","1","1","0","0","0","0","0","2","0","1","0","0","1","0","1","1","2","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","2","0","1","2","  23"
