"MARÉ"," 131 517","  21","  30","  48","  43","  29","  41","  56","  103","  106","  125","  115","  111","  201","  201","  121","  78","  54","  32","  35","  15","  17","  9","  5","  3","  1","  1","  1","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"," 1 603"
"ÁREA DE PLANEJAMENTO 3.2"," 551 903","  101","  213","  281","  332","  185","  195","  352","  520","  625","  669","  926","  877"," 1 312"," 1 051","  713","  522","  453","  334","  173","  113","  83","  45","  22","  23","  13","  5","  14","  0","  3","  0","  5","  6","  2","  2","  5","  5","  3","  1","  1","  1","  3","  7","  5","  4","  9","  11","  22","  5","  12","  8","  18","  19"," 10 309"
"XII INHAUMA"," 128 576","  42","  83","  103","  142","  64","  73","  145","  220","  234","  220","  265","  256","  368","  280","  204","  175","  140","  61","  42","  30","  21","  10","  8","  11","  6","  1","  2","  0","  2","  0","  4","  1","  1","  0","  2","  2","  2","  0","  0","  1","  0","  1","  1","  0","  6","  3","  5","  2","  2","  2","  4","  5"," 3 252"
"HIGIENÓPOLIS"," 16 037","4","11","3","11","5","7","18","30","30","26","30","30","45","38","18","19","14","5","2","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","  350"
"MARIA DA GRACA"," 7 851","1","1","1","3","4","0","4","12","9","11","12","18","10","16","7","11","7","4","2","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","  136"
"DEL CASTILHO"," 12 191","7","3","7","11","9","10","15","28","29","20","28","29","49","35","35","31","18","11","12","3","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","1","0","1","1","0","  402"
"INHAÚMA"," 42 792","13","37","55","62","28","32","70","99","105","102","95","100","144","97","77","69","65","30","20","15","5","4","1","7","2","0","2","0","0","0","1","0","0","0","2","0","2","0","0","1","0","1","0","0","5","1","1","1","0","1","2","3"," 1 357"
"ENGENHO DA RAINHA"," 27 521","9","13","28","32","11","17","26","39","35","33","66","53","72","69","45","29","23","7","6","7","8","3","5","3","3","1","0","0","1","0","1","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","  650"
"TOMAS COELHO"," 22 183","8","18","9","23","7","7","12","12","26","28","34","26","48","25","22","16","13","4","0","3","3","2","2","1","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","1","0","0","1","  357"
"XIII MÉIER"," 389 673","54","117","169","176","116","118","190","285","368","427","637","598","927","756","488","337","302","267","126","81","60","34","14","11","5","3","12","0","1","0","1","5","1","2","3","2","1","1","1","0","2","6","4","4","3","8","17","3","7","5","12","14"," 6 781"
"SÃO FRANCISCO XAVIER"," 7 814","0","0","0","3","2","0","2","3","2","7","11","3","15","14","10","5","1","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","3","  89"
"ROCHA"," 9 356","3","1","4","2","3","4","6","1","10","7","11","1","12","10","6","3","4","10","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  102"
"RIACHUELO"," 12 360","3","4","2","4","2","6","4","8","22","10","19","8","20","17","13","9","6","11","2","3","4","2","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","1","0","0","0","1","  186"
"SAMPAIO"," 9 506","1","3","4","5","1","2","5","5","8","3","6","11","7","7","6","3","2","4","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  89"
"ENGENHO NOVO"," 42 751","6","14","27","24","16","15","28","40","46","60","84","78","110","93","56","37","42","41","27","6","9","2","1","2","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","2","2","2","  875"
"JACARÉ"," 7 056","  2","  19","  19","  13","  10","  10","  23","  30","  49","  27","  37","  54","  79","  73","  60","  25","  26","  19","  17","  19","  9","  2","  4","  1","  2","  1","  6","  0","  0","  0","  0","  0","  0","  0","  2","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  640"
"LINS DE VASCONCELOS"," 34 679","7","11","27","21","16","15","16","20","22","41","52","64","96","80","45","18","19","21","4","7","2","1","0","1","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","2","1","2","0","2","4","  623"
"MÉIER"," 49 777","5","16","15","19","12","6","19","33","58","67","113","68","104","87","51","42","37","42","11","8","8","4","3","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","3","1","3","1","  840"
"TODOS OS SANTOS"," 22 983","0","1","2","5","3","3","5","6","4","8","10","12","9","14","9","4","6","4","3","4","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","  118"
"CACHAMBI"," 40 884","1","8","7","8","9","7","12","21","21","21","47","45","56","37","16","20","22","17","4","1","7","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","2","0","0","0","1","0","0","0","0","  396"
"ENGENHO DE DENTRO"," 46 460","2","7","14","21","12","14","24","37","33","37","67","73","132","111","74","69","59","29","17","9","8","4","1","1","1","1","0","0","1","0","0","3","0","1","1","0","1","1","0","0","0","1","1","0","0","4","1","0","0","1","2","2","  877"
"ÁGUA SANTA"," 6 506","0","1","3","2","0","0","2","2","8","7","12","20","19","12","17","5","19","3","3","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","  142"
"ENCANTADO"," 14 328","0","2","2","3","3","5","1","3","8","14","20","16","26","29","13","15","5","9","2","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","  182"
"PIEDADE"," 43 999","8","12","12","19","8","11","18","20","23","24","26","44","91","67","39","36","23","22","15","11","3","2","2","4","1","0","1","0","0","0","1","1","0","0","0","1","0","0","0","0","1","1","0","0","0","3","4","0","1","0","0","0","  555"
"ABOLIÇÃO"," 12 346","9","4","10","9","5","9","8","20","21","44","54","45","60","37","27","23","16","14","7","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","  430"
"PILARES"," 28 868","7","14","21","18","14","11","17","36","33","50","68","56","91","68","46","23","15","18","9","5","2","6","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","2","0","0","0","0","0","  637"
"XXVIII JACAREZINHO"," 33 655","  5","  13","  9","  14","  5","  4","  17","  15","  23","  22","  24","  23","  17","  15","  21","  10","  11","  6","  5","  2","  2","  1","  0","  1","  2","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  3","  1","  2","  0","  276"
"JACAREZINHO"," 33 655","  5","  13","  9","  14","  5","  4","  17","  15","  23","  22","  24","  23","  17","  15","  21","  10","  11","  6","  5","  2","  2","  1","  0","  1","  2","  1","  0","  0","  0","  0","  0","  0","  0","  0","  0","  1","  0","  0","  0","  0","  1","  0","  0","  0","  0","  0","  0","  0","  3","  1","  2","  0","  276"
"ÁREA DE PLANEJAMENTO 3.3"," 973 761","  161","  279","  329","  321","  219","  278","  444","  518","  700","  949"," 1 282"," 1 424"," 2 403"," 2 129"," 1 701"," 1 118","  846","  543","  288","  173","  76","  51","  26","  25","  19","  12","  10","  12","  10","  8","  4","  3","  5","  1","  2","  4","  10","  2","  8","  13","  5","  12","  20","  16","  22","  22","  24","  33","  26","  22","  24","  28"," 16 660"
"XIV IRAJÁ"," 202 286","  57","  90","  80","  81","  67","  75","  109","  106","  180","  256","  342","  332","  523","  548","  380","  242","  161","  103","  49","  33","  6","  9","  7","  1","  6","  1","  0","  2","  1","  0","  0","  1","  1","  0","  1","  1","  0","  1","  3","  0","  1","  3","  5","  9","  5","  7","  4","  8","  5","  6","  7","  9"," 3 924"
"VILA KOSMOS"," 18 562","1","3","1","2","1","2","4","4","4","5","12","17","12","12","9","3","1","2","1","1","0","1","0","0","2","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","2","1","0","0","  107"
"VICENTE DE CARVALHO"," 22 848","8","19","1","7","5","7","14","19","20","28","43","36","75","42","39","19","13","9","5","5","0","2","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","2","1","0","1","0","2","0","0","0","1","  427"
"VILA DA PENHA"," 23 741","6","5","16","13","13","8","17","5","30","35","29","35","44","51","25","16","20","11","10","5","3","3","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","0","0","1","1","1","2","1","5","  420"
"VISTA ALEGRE"," 8 224","4","13","11","9","10","4","9","5","13","17","23","38","32","34","33","15","14","10","4","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","  304"
"IRAJÁ"," 103 265","34","42","48","47","35","46","51","64","100","144","186","153","256","305","212","148","87","57","21","16","3","3","3","0","0","0","0","1","0","0","0","0","0","0","1","1","0","1","2","0","0","2","1","3","3","3","2","4","1","3","4","3"," 2 096"
"COLÉGIO"," 25 645","4","8","3","3","3","8","14","9","13","27","49","53","104","104","62","41","26","14","8","4","0","0","0","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","1","1","0","2","0","  570"
"XV MADUREIRA"," 381 138","  36","  76","  89","  90","  70","  68","  123","  190","  197","  297","  394","  483","  735","  599","  515","  284","  242","  161","  98","  49","  27","  16","  6","  8","  7","  5","  6","  3","  5","  4","  2","  0","  2","  0","  1","  1","  6","  0","  4","  7","  3","  6","  9","  1","  8","  11","  13","  8","  10","  9","  10","  9"," 5 003"
"CAMPINHO"," 9 587","1","4","2","6","7","4","7","8","8","16","16","21","20","28","23","11","10","2","0","1","2","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","1","0","1","1","3","0","0","0","1","1","  210"
"QUINTINO BOCAIUVA"," 36 555","2","4","12","7","3","1","6","18","16","30","25","42","63","66","44","23","13","15","11","3","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","2","1","2","2","0","  418"
"CAVALCANTI"," 16 952","2","7","10","6","6","2","8","9","15","14","18","19","35","23","18","13","7","7","8","3","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","1","1","0","3","  240"
"ENGENHEIRO LEAL"," 6 654","2","0","0","0","1","0","0","0","1","2","6","2","5","5","4","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  33"
"CASCADURA"," 33 842","4","10","14","15","11","12","26","26","33","33","52","75","85","59","39","16","14","13","2","6","4","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","2","1","1","1","0","1","2","2","  564"
"MADUREIRA"," 52 093","4","16","10","11","8","13","23","33","47","47","77","87","123","98","90","43","45","18","15","6","3","2","2","4","1","0","0","2","0","1","1","0","0","0","0","1","1","0","1","0","0","2","2","0","1","2","2","1","2","0","3","1","  849"
"VAZ LOBO"," 10 885","4","9","5","13","5","6","8","10","16","31","33","37","57","42","24","17","6","4","1","1","2","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","0","0","  337"
"TURIAÇU"," 16 459","0","2","2","3","3","2","2","4","6","14","13","13","30","39","18","14","10","7","2","3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","  191"
"ROCHA MIRANDA"," 42 677","7","10","16","5","5","7","10","19","14","31","52","50","76","78","56","15","22","15","7","3","7","1","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0","1","0","0","1","0","0","4","1","0","0","  519"
"HONÓRIO GURGEL"," 21 491","1","4","4","3","2","8","10","16","14","13","17","24","57","40","49","23","21","11","9","2","1","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","  336"
"OSWALDO CRUZ"," 35 985","2","1","6","6","5","2","5","10","14","21","23","36","34","30","40","25","17","12","8","3","1","1","1","1","1","0","2","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","1","1","0","0","1","0","1","  316"
"BENTO RIBEIRO"," 46 621","5","5","4","6","8","5","9","15","6","27","32","34","73","43","43","51","38","30","24","9","2","4","0","0","3","1","2","0","1","0","0","0","0","0","0","0","0","0","1","3","0","1","2","0","2","1","1","1","1","2","0","0","  495"
"MARECHAL HERMES"," 51 335","2","4","4","9","6","6","9","22","7","18","30","43","77","48","67","31","37","26","11","9","1","2","0","2","1","3","1","0","2","3","0","0","1","0","0","0","0","0","0","2","0","2","2","0","0","1","2","1","0","1","1","1","  495"
"XXII ANCHIETA"," 168 291","  37","  41","  63","  71","  36","  60","  98","  102","  117","  144","  187","  224","  436","  381","  353","  298","  202","  133","  68","  40","  11","  11","  4","  10","  2","  3","  4","  4","  3","  2","  2","  0","  0","  0","  0","  0","  3","  1","  0","  2","  1","  1","  1","  4","  4","  1","  2","  8","  4","  4","  1","  2"," 3 186"
"GUADALUPE"," 48 778","22","23","26","31","20","30","35","36","59","74","73","92","235","209","168","141","110","67","30","18","3","6","3","3","1","1","3","3","1","1","1","0","0","0","0","0","2","0","0","1","0","0","1","4","3","1","1","2","2","1","0","0"," 1 543"
"ANCHIETA"," 60 323","14","14","25","30","12","23","46","45","42","56","88","93","154","128","138","121","71","48","21","15","7","5","1","6","1","1","1","1","2","1","1","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","1","3","2","2","0","2"," 1 225"
"PARQUE ANCHIETA"," 29 079","0","1","2","0","0","2","3","0","2","3","5","7","5","12","4","4","0","0","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","  56"
"RICARDO DE ALBUQUERQUE"," 30 111","1","3","10","10","4","5","14","21","14","11","21","32","42","32","43","32","21","18","14","7","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2","0","1","0","0","  362"
"XXV PAVUNA"," 222 046","  31","  72","  97","  79","  46","  75","  114","  120","  206","  252","  359","  385","  709","  601","  453","  294","  241","  146","  73","  51","  32","  15","  9","  6","  4","  3","  0","  3","  1","  2","  0","  2","  2","  1","  0","  2","  1","  0","  1","  4","  0","  2","  5","  2","  5","  3","  5","  9","  7","  3","  6","  8"," 4 547"
"COELHO NETO"," 30 325","3","5","9","5","3","4","14","11","24","21","50","56","112","92","48","37","33","16","6","4","2","5","3","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","1","0","0","1","1","3","1","1","1","1","  575"
"ACARI"," 26 869","4","13","16","14","6","18","12","16","23","43","46","59","86","100","52","36","43","26","9","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","2","0","1","1","1","0","0","2","  642"
"BARROS FILHO"," 13 688","2","2","5","2","2","2","4","4","10","8","25","19","50","45","34","29","17","6","7","2","1","1","0","3","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","  283"
"COSTA BARROS"," 41 901","15","29","50","35","25","23","56","58","88","108","142","146","263","219","163","89","69","52","22","17","8","4","3","3","2","1","0","2","0","0","0","1","1","0","0","0","0","0","0","1","0","0","2","0","2","0","1","3","4","0","4","1"," 1 712"
"PAVUNA"," 109 264","7","23","17","23","10","28","28","31","61","72","96","105","198","145","156","103","79","46","29","23","16","5","3","0","1","2","0","1","1","2","0","1","1","0","0","0","0","0","0","1","0","2","2","2","1","2","2","2","1","2","1","4"," 1 335"
"PARQUE COLUMBIA"," 9 194","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0","  0"
"ÁREA DE PLANEJAMENTO 4"," 833 965","  495","  777"," 1 030"," 1 109","  870","  787","  932"," 1 212"," 1 256"," 1 516"," 1 893"," 1 865"," 2 359"," 2 260"," 1 897"," 1 165","  880","  666","  456","  233","  130","  130","  121","  110","  39","  22","  26","  13","  15","  11","  6","  18","  8","  21","  5","  7","  6","  1","  8","  3","  7","  10","  5","  7","  21","  14","  25","  24","  16","  23","  7","  25"," 24 542"
"XVI JACAREPAGUA"," 528 236","  373","  557","  808","  885","  690","  610","  769","  972","  996"," 1 177"," 1 453"," 1 416"," 1 742"," 1 634"," 1 282","  814","  598","  445","  292","  147","  84","  85","  90","  81","  27","  15","  15","  8","  8","  9","  3","  10","  6","  14","  4","  6","  2","  0","  7","  2","  7","  7","  4","  6","  14","  8","  14","  18","  8","  15","  5","  14"," 18 256"
"JACAREPAGUA"," 133 264","12","29","26","48","57","62","68","76","87","94","144","136","141","133","161","78","58","50","29","15","8","9","12","8","3","0","1","1","3","0","0","2","0","1","0","0","0","0","0","0","2","0","0","0","1","1","1","2","0","2","1","2"," 1 564"
"ANIL"," 24 143","47","78","92","95","57","41","55","95","119","138","168","190","215","172","155","126","84","74","44","25","12","19","8","9","2","0","5","0","0","1","0","2","1","0","0","0","0","0","0","0","0","0","0","0","2","1","0","2","1","2","1","3"," 2 141"
"GARDÊNIA AZUL"," 29 292","39","56","80","81","71","52","49","83","57","68","58","57","70","70","57","27","26","21","14","11","4","3","3","2","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","1","0"," 1 068"
"CURICICA"," 27 431","162","205","324","327","211","213","234","288","249","259","285","281","406","316","210","123","86","60","42","19","9","7","8","5","2","2","0","1","0","0","0","1","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","6","0","2","0","2"," 4 349"
"FREGUESIA (JACAREPAGUA)"," 56 254","14","24","41","71","56","31","48","50","77","71","116","108","130","134","108","57","58","40","27","20","10","4","7","7","2","2","0","0","0","1","1","0","1","1","0","0","0","0","0","0","0","1","0","1","1","1","3","0","0","1","0","1"," 1 326"
"PECHINCHA"," 33 294","14","24","31","36","34","25","40","41","36","57","72","41","52","57","42","30","20","12","11","7","3","6","8","3","1","1","1","0","0","3","1","0","1","3","1","1","0","0","0","0","0","1","0","0","2","2","1","1","0","1","0","1","  724"
"TAQUARA"," 95 565","47","88","134","148","128","119","164","183","210","251","328","320","364","361","266","180","132","100","69","31","26","25","28","29","14","7","5","4","1","1","1","4","3","7","2","1","1","0","0","0","3","2","1","1","5","1","5","2","3","4","2","1"," 3 812"
"TANQUE"," 33 477","11","16","23","27","21","24","32","54","51","73","67","73","94","94","72","45","36","28","11","7","3","5","3","7","0","2","0","1","1","0","0","0","0","1","1","2","1","0","3","0","0","0","1","1","0","0","0","2","0","1","0","2","  896"
"PRAÇA SECA"," 61 770","19","29","42","38","44","32","65","70","79","114","155","148","176","207","147","106","77","38","27","4","6","4","12","10","0","0","3","1","3","0","0","0","0","1","0","0","0","0","1","1","1","1","1","0","1","0","0","0","2","1","0","2"," 1 668"
"VILA VALQUEIRE"," 33 745","8","8","15","14","11","11","14","32","31","52","60","62","94","90","64","42","21","22","18","8","3","3","1","1","0","1","0","0","0","2","0","1","0","0","0","1","0","0","2","1","0","2","1","2","2","2","1","3","1","1","0","0","  708"
"XXXIV CIDADE DE DEUS"," 37 423","82","154","154","133","103","77","73","97","82","88","93","71","102","115","149","75","61","40","29","17","10","4","7","6","5","0","2","1","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","6","1","2","3","0","1"," 1 847"
"CIDADE DE DEUS"," 37 423","82","154","154","133","103","77","73","97","82","88","93","71","102","115","149","75","61","40","29","17","10","4","7","6","5","0","2","1","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","6","1","2","3","0","1"," 1 847"
"XXIV BARRA DA TIJUCA"," 268 306","  40","  66","  68","  91","  77","  100","  90","  143","  178","  251","  347","  378","  515","  511","  466","  276","  221","  181","  135","  69","  36","  41","  24","  23","  7","  7","  9","  4","  7","  2","  1","  8","  2","  7","  1","  1","  4","  0","  1","  1","  0","  3","  1","  1","  6","  6","  5","  5","  6","  5","  2","  10"," 4 439"
"JOÁ"," 1 138","0","0","2","0","0","0","0","0","2","0","0","0","1","1","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  12"
"ITANHANGA"," 37 114","5","6","1","8","11","11","16","18","20","34","21","45","39","45","61","24","18","13","7","6","3","4","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","1","0","1","3","2","1","1","1","4","  438"
"BARRA DA TIJUCA"," 119 318","12","11","13","26","21","22","29","32","37","49","89","75","104","76","88","54","44","51","38","20","11","13","12","6","3","6","2","2","0","1","0","5","2","1","1","0","2","0","0","1","0","2","0","0","5","3","0","2","2","2","0","2","  977"
"CAMORIM"," 3 027","2","3","6","5","3","6","11","7","10","14","17","19","17","17","20","14","9","6","5","0","0","0","0","0","1","0","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","  196"
"VARGEM PEQUENA"," 25 586","3","13","13","17","15","31","8","32","32","40","53","58","75","61","53","29","16","16","5","7","2","6","2","3","1","0","0","0","2","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","  599"
"VARGEM GRANDE"," 11 552","5","4","10","10","10","11","8","16","15","35","49","53","82","80","64","44","29","26","17","8","3","3","4","3","0","0","2","0","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","2","0","0","3","0","0","0","  600"
"RECREIO DOS BANDEIRANTES"," 70 393","13","29","23","25","17","19","18","38","62","79","118","128","196","230","178","108","104","69","63","28","17","15","2","11","2","1","3","2","1","0","0","3","0","5","0","0","1","0","0","0","0","0","0","0","1","0","1","1","0","2","0","2"," 1 615"
"GRUMARI","  180","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  2"
"ÁREA DE PLANEJAMENTO 5.1"," 697 226","  28","  45","  77","  77","  70","  67","  116","  184","  278","  493","  726","  951"," 1 502"," 1 917"," 1 531"," 1 187","  898","  561","  293","  161","  89","  72","  37","  32","  17","  9","  9","  8","  7","  4","  3","  7","  4","  1","  6","  7","  4","  3","  1","  4","  4","  7","  4","  6","  4","  7","  4","  13","  16","  14","  6","  10"," 11 581"
"XXXIII REALENGO"," 245 342","  9","  22","  24","  36","  31","  28","  51","  75","  124","  243","  377","  512","  754","  923","  658","  558","  413","  273","  125","  76","  22","  21","  12","  11","  7","  5","  5","  2","  5","  1","  0","  1","  1","  0","  1","  2","  0","  3","  0","  3","  3","  3","  2","  2","  1","  4","  3","  4","  5","  4","  3","  2"," 5 450"
"DEODORO"," 11 440","2","0","1","3","2","2","5","5","7","7","8","13","34","47","40","31","23","10","11","5","3","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","  263"
"VILA MILITAR"," 14 253","1","0","1","0","0","0","0","1","0","8","5","2","5","9","4","24","4","3","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","  70"
"CAMPO DOS AFONSOS"," 1 505","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","  4"
"JARDIM SULACAP"," 12 595","2","2","8","6","3","1","3","4","10","14","22","41","56","47","46","42","28","21","10","5","1","2","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","1","2","1","0","1","  388"
"MAGALHÃES BASTOS"," 25 487","0","2","1","2","1","0","2","3","7","12","33","46","69","76","50","51","44","27","10","7","0","2","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","2","2","0","0","0","  454"
"REALENGO"," 180 063","4","18","13","25","25","24","41","62","100","202","309","410","590","744","518","409","314","211","93","57","18","16","9","9","5","4","5","2","5","1","0","0","1","0","1","1","0","3","0","3","2","3","2","1","0","1","2","0","1","3","3","1"," 4 271"
"XVII BANGU"," 451 884","19","23","53","41","39","39","65","109","154","250","349","439","748","994","873","629","485","288","168","85","67","51","25","21","10","4","4","6","2","3","3","6","3","1","5","5","4","0","1","1","1","4","2","4","3","3","1","9","11","10","3","8"," 6 131"
"PADRE MIGUEL"," 65 620","6","3","13","9","7","6","8","21","28","41","62","61","126","197","154","96","93","49","40","20","14","7","5","4","0","2","0","1","0","1","0","0","0","0","3","3","0","0","0","0","0","1","1","1","0","1","0","0","2","1","0","1"," 1 088"
"BANGU"," 265 607","9","14","21","20","21","26","40","66","92","149","200","285","470","597","585","442","346","201","107","48","41","28","12","6","6","0","3","2","2","0","2","6","1","0","2","1","3","0","0","0","1","1","1","3","3","2","1","6","7","6","2","6"," 3 893"
"SENADOR CAMARÁ"," 120 657","4","6","19","12","11","7","17","22","34","60","87","93","152","200","134","91","46","38","21","17","12","16","8","11","4","2","1","3","0","2","1","0","2","1","0","1","1","0","1","1","0","2","0","0","0","0","0","3","2","3","1","1"," 1 150"
"ÁREA DE PLANEJAMENTO 5.2"," 718 074","  101","  164","  197","  129","  140","  165","  205","  290","  449","  658","  830"," 1 014"," 1 676"," 1 718"," 1 285"," 1 091","  742","  497","  417","  271","  164","  252","  52","  107","  74","  39","  52","  41","  38","  44","  25","  21","  9","  8","  6","  3","  8","  13","  11","  24","  8","  9","  6","  8","  7","  9","  14","  11","  38","  52","  43","  64"," 13 299"
"XVIII CAMPO GRANDE"," 570 703","  91","  144","  174","  117","  113","  140","  170","  230","  366","  531","  626","  748"," 1 225"," 1 154","  839","  731","  472","  292","  272","  194","  116","  200","  38","  96","  64","  31","  49","  35","  33","  42","  19","  18","  8","  7","  6","  3","  4","  11","  10","  20","  8","  8","  5","  7","  6","  9","  11","  10","  34","  50","  36","  57"," 9 680"
"SANTÍSSIMO"," 42 648","7","9","12","8","11","8","26","26","30","62","70","60","161","207","158","98","37","19","41","27","17","17","8","8","10","4","7","3","2","3","2","1","1","1","1","1","0","3","2","3","1","1","0","1","0","1","0","1","0","5","2","2"," 1 185"
"CAMPO GRANDE"," 352 482","61","91","110","72","69","89","98","149","242","303","380","517","796","692","473","458","300","205","173","123","75","136","24","55","42","22","32","28","27","33","14","10","4","5","4","1","3","4","7","13","6","4","4","4","3","6","9","8","31","33","25","36"," 6 109"
